"subtopics","paper","conf","year","status","topic"
"23","137311","9","2015","2","4"
"23","62323","1","2010","1","4"
"23","121665","8","2014","1","4"
"23","94029","5","2012","2","4"
"23","107219","7","2013","1","4"
"23","107296","7","2013","1","4"
"23","94042","5","2012","1","4"
"23","137290","9","2015","1","4"
"23","61572","1","2010","2","4"
"23","62372","1","2010","1","4"
"23","149653","12","2016","2","4"
"23","137525","9","2015","1","4"
"23","121306","8","2014","1","4"
"23","85636","4","2011","2","4"
"23","62537","1","2010","2","4"
"23","73989","2","2010","2","4"
"23","62425","1","2010","2","4"
"23","137342","9","2015","1","4"
"23","134591","9","2015","1","4"
"23","137448","9","2015","1","4"
"23","108748","7","2013","1","4"
"23","107325","7","2013","1","4"
"23","73914","2","2010","1","4"
"23","99350","6","2012","1","4"
"23","78386","3","2011","1","4"
"23","137456","9","2015","1","4"
"23","73460","2","2010","1","4"
"23","98252","6","2012","2","4"
"23","78989","3","2011","1","4"
"23","93380","5","2012","2","4"
"23","73890","2","2010","1","4"
"23","93620","5","2012","1","4"
"23","62443","1","2010","1","4"
"23","137322","9","2015","2","4"
"23","1570163791","10","2015","1","4"
"23","93865","5","2012","1","4"
"23","73969","2","2010","1","4"
"23","93993","5","2012","1","4"
"23","98372","6","2012","1","4"
"23","108131","6","2012","1","4"
"23","99866","6","2012","2","4"
"23","150167","12","2016","1","4"
"23","84222","4","2011","1","4"
"23","77723","3","2011","2","4"
"23","93510","5","2012","1","4"
"23","94073","5","2012","1","4"
"23","98364","6","2012","2","4"
"23","73970","2","2010","1","4"
"23","121700","8","2014","1","4"
"23","85742","4","2011","2","4"
"23","62533","1","2010","2","4"
"23","84054","4","2011","1","4"
"23","137486","9","2015","1","4"
"23","1570206449","11","2015","1","4"
"23","98346","6","2012","2","4"
"23","94025","5","2012","1","4"
"23","78287","3","2011","2","4"
"23","134433","9","2015","2","4"
"23","121702","8","2014","1","4"
"23","1570196545","11","2015","2","4"
"23","1570162547","10","2015","2","4"
"23","62330","1","2010","2","4"
"23","94072","5","2012","1","4"
"23","134566","9","2015","1","4"
"23","77335","3","2011","2","4"
"23","77709","3","2011","1","4"
"23","1570287869","13","2016","2","4"
"23","73981","2","2010","1","4"
"23","137611","9","2015","1","4"
"23","61545","1","2010","2","4"
"23","98223","6","2012","1","4"
"23","1570158951","10","2015","1","4"
"23","92940","5","2012","1","4"
"23","108804","7","2013","1","4"
"23","137285","9","2015","2","4"
"23","1570160515","10","2015","1","4"
"23","107109","7","2013","1","4"
"23","1570290049","13","2016","2","4"
"23","84227","4","2011","1","4"
"23","135368","9","2015","1","4"
"23","108756","7","2013","1","4"
"23","92618","5","2012","1","4"
"23","98335","6","2012","2","4"
"23","78394","3","2011","1","4"
"23","62526","1","2010","1","4"
"23","137358","9","2015","1","4"
"23","1570206455","11","2015","1","4"
"23","62416","1","2010","1","4"
"23","1570142765","10","2015","2","4"
"23","121392","8","2014","1","4"
"23","101750","6","2012","1","4"
"23","121640","8","2014","2","4"
"23","93337","5","2012","2","4"
"23","78421","3","2011","1","4"
"23","78428","3","2011","2","4"
"23","1570191545","11","2015","1","4"
"23","62552","1","2010","1","4"
"23","106634","6","2012","1","4"
"23","84356","4","2011","1","4"
"23","61834","1","2010","1","4"
"23","62543","1","2010","1","4"
"23","121836","8","2014","1","4"
"23","137305","9","2015","1","4"
"23","94040","5","2012","1","4"
"23","61783","1","2010","1","4"
"24","94004","5","2012","2","4"
"24","108764","7","2013","2","4"
"24","121657","8","2014","2","4"
"24","73958","2","2010","1","4"
"24","77741","3","2011","1","4"
"24","94062","5","2012","1","4"
"24","62469","1","2010","2","4"
"24","78989","3","2011","1","4"
"24","108704","7","2013","1","4"
"24","150454","12","2016","2","4"
"24","78336","3","2011","1","4"
"24","94022","5","2012","2","4"
"24","85720","4","2011","1","4"
"24","80865","3","2011","2","4"
"24","150134","12","2016","1","4"
"24","84177","4","2011","1","4"
"24","98230","6","2012","2","4"
"24","149638","12","2016","2","4"
"24","61570","1","2010","1","4"
"24","85591","4","2011","1","4"
"24","137432","9","2015","1","4"
"24","78310","3","2011","1","4"
"24","150506","12","2016","2","4"
"24","80834","3","2011","2","4"
"24","121054","8","2014","1","4"
"24","94091","5","2012","2","4"
"24","78118","3","2011","1","4"
"24","62334","1","2010","1","4"
"24","105028","7","2013","1","4"
"24","121675","8","2014","2","4"
"24","94063","5","2012","1","4"
"24","150429","12","2016","2","4"
"25","137434","9","2015","1","4"
"25","93379","5","2012","1","4"
"25","92829","5","2012","2","4"
"25","149729","12","2016","1","4"
"25","94040","5","2012","1","4"
"25","73732","2","2010","1","4"
"25","73933","2","2010","1","4"
"25","137407","9","2015","1","4"
"25","62283","1","2010","1","4"
"25","121404","8","2014","1","4"
"25","93997","5","2012","1","4"
"25","108820","7","2013","1","4"
"25","62483","1","2010","1","4"
"25","84408","4","2011","1","4"
"25","94059","5","2012","1","4"
"25","73852","2","2010","2","4"
"25","93973","5","2012","1","4"
"25","121648","8","2014","1","4"
"25","108245","7","2013","1","4"
"25","93855","5","2012","2","4"
"25","77982","3","2011","1","4"
"25","92704","5","2012","1","4"
"25","93930","5","2012","1","4"
"25","92697","5","2012","1","4"
"25","93375","5","2012","1","4"
"25","1570285572","13","2016","2","4"
"25","107285","7","2013","2","4"
"25","61479","1","2010","1","4"
"25","121660","8","2014","1","4"
"25","93931","5","2012","2","4"
"25","93335","5","2012","2","4"
"25","134609","9","2015","2","4"
"25","73969","2","2010","1","4"
"25","150126","12","2016","1","4"
"25","77335","3","2011","2","4"
"25","84222","4","2011","1","4"
"25","163910","14","2017","1","4"
"25","62222","1","2010","2","4"
"25","1570203415","11","2015","1","4"
"25","164221","14","2017","1","4"
"25","137403","9","2015","1","4"
"25","62553","1","2010","1","4"
"25","62447","1","2010","2","4"
"25","73385","2","2010","1","4"
"25","62531","1","2010","1","4"
"25","78413","3","2011","1","4"
"25","94088","5","2012","1","4"
"25","121626","8","2014","1","4"
"25","92790","5","2012","2","4"
"25","108784","7","2013","1","4"
"25","1570164177","10","2015","1","4"
"25","94062","5","2012","1","4"
"25","107220","7","2013","1","4"
"25","78367","3","2011","2","4"
"25","78387","3","2011","1","4"
"25","61991","1","2010","2","4"
"25","137337","9","2015","1","4"
"25","137305","9","2015","1","4"
"25","121177","8","2014","1","4"
"25","93969","5","2012","1","4"
"25","137400","9","2015","2","4"
"25","137450","9","2015","1","4"
"25","121785","8","2014","1","4"
"25","1570163137","10","2015","1","4"
"25","108817","7","2013","1","4"
"25","120186","8","2014","1","4"
"25","77291","3","2011","1","4"
"25","101008","6","2012","1","4"
"25","121659","8","2014","1","4"
"25","98343","6","2012","1","4"
"25","92816","5","2012","2","4"
"25","121706","8","2014","1","4"
"25","149622","12","2016","1","4"
"25","78449","3","2011","1","4"
"25","149621","12","2016","1","4"
"25","164220","14","2017","1","4"
"25","90939","5","2012","1","4"
"25","100026","6","2012","2","4"
"25","88558","4","2011","1","4"
"25","1570154881","10","2015","2","4"
"25","94072","5","2012","1","4"
"25","163812","14","2017","1","4"
"25","101009","6","2012","1","4"
"25","73837","2","2010","1","4"
"25","137419","9","2015","1","4"
"25","62482","1","2010","1","4"
"25","137531","9","2015","1","4"
"25","137508","9","2015","2","4"
"25","137470","9","2015","1","4"
"25","149638","12","2016","2","4"
"25","163863","14","2017","1","4"
"25","108695","7","2013","1","4"
"25","137504","9","2015","2","4"
"25","62509","1","2010","1","4"
"25","62493","1","2010","1","4"
"25","108699","7","2013","1","4"
"25","149724","12","2016","2","4"
"25","73453","2","2010","2","4"
"25","85732","4","2011","1","4"
"25","94087","5","2012","1","4"
"25","121657","8","2014","2","4"
"25","1570287768","13","2016","2","4"
"25","93504","5","2012","2","4"
"25","121809","8","2014","1","4"
"25","121802","8","2014","2","4"
"25","1570282295","13","2016","2","4"
"25","148969","12","2016","1","4"
"25","121674","8","2014","1","4"
"25","121631","8","2014","2","4"
"25","98348","6","2012","1","4"
"25","73872","2","2010","1","4"
"25","121658","8","2014","1","4"
"25","150133","12","2016","1","4"
"25","121810","8","2014","2","4"
"25","84396","4","2011","1","4"
"25","62175","1","2010","2","4"
"25","62507","1","2010","1","4"
"25","93955","5","2012","1","4"
"25","61435","1","2010","2","4"
"25","62508","1","2010","1","4"
"25","163953","14","2017","1","4"
"25","62343","1","2010","1","4"
"25","93967","5","2012","1","4"
"25","149681","12","2016","2","4"
"25","120978","8","2014","1","4"
"25","163996","14","2017","2","4"
"25","120966","8","2014","1","4"
"25","1570165505","10","2015","1","4"
"25","121639","8","2014","2","4"
"25","61432","1","2010","1","4"
"25","94069","5","2012","1","4"
"25","78372","3","2011","1","4"
"25","62519","1","2010","1","4"
"25","121708","8","2014","1","4"
"25","1570290750","13","2016","1","4"
"25","148970","12","2016","1","4"
"25","121043","8","2014","1","4"
"25","134607","9","2015","1","4"
"25","78338","3","2011","2","4"
"25","92437","5","2012","1","4"
"25","1570172433","10","2015","1","4"
"25","84220","4","2011","1","4"
"25","149854","12","2016","2","4"
"25","121637","8","2014","2","4"
"25","73989","2","2010","2","4"
"25","61536","1","2010","1","4"
"25","92507","5","2012","1","4"
"25","98202","6","2012","2","4"
"25","1570161747","10","2015","1","4"
"25","62451","1","2010","1","4"
"25","73510","2","2010","1","4"
"25","137469","9","2015","2","4"
"25","98353","6","2012","1","4"
"25","149645","12","2016","1","4"
"25","62334","1","2010","1","4"
"25","121661","8","2014","1","4"
"25","107169","7","2013","2","4"
"25","94101","5","2012","2","4"
"25","84356","4","2011","1","4"
"25","62411","1","2010","2","4"
"25","98357","6","2012","1","4"
"25","73880","2","2010","1","4"
"25","1570165805","10","2015","2","4"
"25","85743","4","2011","1","4"
"25","121705","8","2014","1","4"
"25","62352","1","2010","1","4"
"25","101750","6","2012","1","4"
"25","62499","1","2010","1","4"
"25","1570164227","10","2015","2","4"
"25","93925","5","2012","1","4"
"25","150094","12","2016","1","4"
"25","94053","5","2012","2","4"
"25","93923","5","2012","1","4"
"25","73926","2","2010","1","4"
"25","121690","8","2014","1","4"
"25","85956","4","2011","2","4"
"25","137417","9","2015","1","4"
"25","108701","7","2013","1","4"
"25","98342","6","2012","1","4"
"25","108367","6","2012","1","4"
"25","137354","9","2015","1","4"
"25","137464","9","2015","1","4"
"25","73894","2","2010","2","4"
"25","78349","3","2011","2","4"
"25","108666","7","2013","1","4"
"25","121679","8","2014","1","4"
"25","99146","6","2012","1","4"
"25","107292","7","2013","2","4"
"25","77696","3","2011","1","4"
"25","92738","5","2012","1","4"
"25","134616","9","2015","1","4"
"25","1570149801","10","2015","2","4"
"25","1570291141","13","2016","2","4"
"25","84373","4","2011","2","4"
"25","84098","4","2011","1","4"
"25","61860","1","2010","2","4"
"25","108795","7","2013","1","4"
"25","137427","9","2015","1","4"
"25","137494","9","2015","1","4"
"25","135419","9","2015","2","4"
"25","120837","8","2014","2","4"
"25","94033","5","2012","1","4"
"25","62546","1","2010","1","4"
"25","84266","4","2011","1","4"
"25","84289","4","2011","1","4"
"25","78415","3","2011","1","4"
"25","98334","6","2012","1","4"
"25","93952","5","2012","2","4"
"25","137132","9","2015","1","4"
"25","73923","2","2010","1","4"
"25","121166","8","2014","1","4"
"25","148735","12","2016","1","4"
"25","72860","2","2010","2","4"
"25","163795","14","2017","1","4"
"25","62481","1","2010","2","4"
"25","85678","4","2011","1","4"
"25","61130","1","2010","2","4"
"25","94078","5","2012","1","4"
"25","1570164031","10","2015","1","4"
"25","134644","9","2015","1","4"
"25","108783","7","2013","1","4"
"25","163937","14","2017","1","4"
"25","101273","6","2012","1","4"
"25","92751","5","2012","1","4"
"25","1570179447","11","2015","1","4"
"25","1570163749","10","2015","1","4"
"25","1570172025","10","2015","1","4"
"25","94094","5","2012","1","4"
"25","80681","3","2011","1","4"
"25","105276","7","2013","2","4"
"25","121643","8","2014","2","4"
"25","108813","7","2013","1","4"
"25","150464","12","2016","2","4"
"25","121665","8","2014","1","4"
"25","77785","3","2011","1","4"
"25","1570165141","10","2015","1","4"
"25","62459","1","2010","1","4"
"25","92755","5","2012","1","4"
"25","94068","5","2012","1","4"
"25","134566","9","2015","1","4"
"25","93991","5","2012","1","4"
"25","149597","12","2016","1","4"
"25","98338","6","2012","1","4"
"25","163803","14","2017","1","4"
"25","108668","7","2013","1","4"
"25","62538","1","2010","1","4"
"25","107268","7","2013","1","4"
"25","163932","14","2017","1","4"
"25","108131","6","2012","1","4"
"25","137357","9","2015","1","4"
"25","137481","9","2015","1","4"
"25","108365","6","2012","1","4"
"25","150478","12","2016","1","4"
"25","106885","7","2013","1","4"
"25","62366","1","2010","1","4"
"25","93926","5","2012","1","4"
"25","121327","8","2014","2","4"
"25","121673","8","2014","1","4"
"25","62458","1","2010","2","4"
"25","1570285998","13","2016","2","4"
"25","78371","3","2011","1","4"
"25","78435","3","2011","1","4"
"25","74067","2","2010","1","4"
"25","93982","5","2012","1","4"
"25","137459","9","2015","2","4"
"25","73207","2","2010","1","4"
"25","150135","12","2016","2","4"
"25","121827","8","2014","1","4"
"25","78363","3","2011","1","4"
"25","74052","2","2010","1","4"
"25","150167","12","2016","1","4"
"25","134627","9","2015","1","4"
"25","62529","1","2010","1","4"
"25","101229","6","2012","1","4"
"25","85602","4","2011","2","4"
"25","150080","12","2016","2","4"
"25","1570164477","10","2015","1","4"
"25","121687","8","2014","2","4"
"25","85615","4","2011","2","4"
"25","121652","8","2014","1","4"
"25","73820","2","2010","1","4"
"25","121684","8","2014","2","4"
"25","150381","12","2016","2","4"
"25","93368","5","2012","1","4"
"25","163968","14","2017","1","4"
"25","107170","7","2013","2","4"
"25","121555","8","2014","1","4"
"25","62515","1","2010","1","4"
"25","137324","9","2015","1","4"
"25","62494","1","2010","1","4"
"25","70702","2","2010","1","4"
"25","83982","4","2011","2","4"
"25","108347","7","2013","2","4"
"25","106538","7","2013","2","4"
"25","150069","12","2016","1","4"
"25","163786","14","2017","1","4"
"25","137320","9","2015","1","4"
"25","93386","5","2012","1","4"
"25","85720","4","2011","1","4"
"25","134437","9","2015","1","4"
"25","62425","1","2010","2","4"
"25","121340","8","2014","2","4"
"25","62179","1","2010","1","4"
"25","121533","8","2014","2","4"
"25","1570280653","13","2016","1","4"
"25","84054","4","2011","1","4"
"25","120561","8","2014","1","4"
"25","91994","5","2012","1","4"
"25","163298","14","2017","2","4"
"25","1570280507","13","2016","1","4"
"25","99334","6","2012","1","4"
"25","1570162837","10","2015","2","4"
"25","62467","1","2010","1","4"
"25","78428","3","2011","2","4"
"25","121640","8","2014","2","4"
"25","62522","1","2010","1","4"
"25","133992","9","2015","1","4"
"25","106999","7","2013","1","4"
"25","73777","2","2010","1","4"
"25","121365","8","2014","2","4"
"25","150484","12","2016","1","4"
"25","73519","2","2010","2","4"
"25","84193","4","2011","1","4"
"25","107164","7","2013","1","4"
"25","99150","6","2012","1","4"
"25","98323","6","2012","1","4"
"25","73873","2","2010","1","4"
"25","134544","9","2015","1","4"
"26","62527","1","2010","1","4"
"26","84254","4","2011","1","4"
"26","78490","3","2011","1","4"
"26","60650","1","2010","2","4"
"26","121586","8","2014","1","4"
"26","62272","1","2010","2","4"
"26","62461","1","2010","2","4"
"26","1570287314","13","2016","1","4"
"26","73935","2","2010","1","4"
"26","149683","12","2016","2","4"
"26","134606","9","2015","2","4"
"26","133797","9","2015","1","4"
"26","121657","8","2014","2","4"
"26","62478","1","2010","2","4"
"26","61991","1","2010","2","4"
"26","1570282054","13","2016","2","4"
"26","78188","3","2011","1","4"
"26","78387","3","2011","1","4"
"26","1570165361","10","2015","2","4"
"26","106376","7","2013","1","4"
"26","73841","2","2010","1","4"
"26","150071","12","2016","1","4"
"26","137262","9","2015","1","4"
"26","163973","14","2017","2","4"
"26","77823","3","2011","1","4"
"26","1570282203","13","2016","2","4"
"26","99703","6","2012","1","4"
"26","92400","5","2012","1","4"
"26","1570287816","13","2016","2","4"
"26","150500","12","2016","2","4"
"26","1570164667","10","2015","2","4"
