"subtopics","paper","conf","year","status","topic"
"26","93370","5","2012","1","4"
"26","120968","8","2014","2","4"
"26","73558","2","2010","1","4"
"26","61636","1","2010","2","4"
"26","93852","5","2012","2","4"
"26","164005","14","2017","2","4"
"26","149879","12","2016","2","4"
"26","1570282110","13","2016","2","4"
"26","93375","5","2012","1","4"
"26","94071","5","2012","1","4"
"26","93930","5","2012","1","4"
"26","150101","12","2016","1","4"
"26","108786","7","2013","1","4"
"26","106907","7","2013","1","4"
"26","137354","9","2015","1","4"
"26","121675","8","2014","2","4"
"26","163894","14","2017","2","4"
"26","108773","7","2013","1","4"
"26","164218","14","2017","1","4"
"26","149659","12","2016","2","4"
"26","107291","7","2013","1","4"
"26","149581","12","2016","1","4"
"26","150425","12","2016","1","4"
"26","150168","12","2016","1","4"
"26","121051","8","2014","1","4"
"26","134419","9","2015","1","4"
"26","105276","7","2013","2","4"
"26","93425","5","2012","1","4"
"26","108776","7","2013","2","4"
"26","121606","8","2014","2","4"
"26","149666","12","2016","1","4"
"26","94100","5","2012","2","4"
"26","1570287767","13","2016","1","4"
"26","92020","5","2012","1","4"
"26","164127","14","2017","2","4"
"26","94081","5","2012","2","4"
"26","1570172565","10","2015","2","4"
"26","61570","1","2010","1","4"
"26","1570172623","10","2015","1","4"
"26","61881","1","2010","2","4"
"26","73838","2","2010","1","4"
"26","78494","3","2011","2","4"
"26","107055","7","2013","2","4"
"26","94086","5","2012","2","4"
"26","150160","12","2016","1","4"
"26","77795","3","2011","2","4"
"26","108721","7","2013","2","4"
"26","73921","2","2010","1","4"
"26","150007","12","2016","2","4"
"26","150095","12","2016","1","4"
"26","93926","5","2012","1","4"
"26","108528","7","2013","1","4"
"26","71209","2","2010","2","4"
"26","149806","12","2016","2","4"
"26","1570103915","10","2015","2","4"
"26","164224","14","2017","1","4"
"26","163948","14","2017","1","4"
"26","94000","5","2012","1","4"
"26","121650","8","2014","1","4"
"26","1570163599","10","2015","1","4"
"26","94060","5","2012","1","4"
"26","148605","12","2016","1","4"
"26","61151","1","2010","1","4"
"26","137437","9","2015","1","4"
"26","93703","5","2012","1","4"
"26","1570189415","11","2015","1","4"
"26","149305","12","2016","2","4"
"26","134519","9","2015","2","4"
"26","73516","2","2010","1","4"
"26","99178","6","2012","1","4"
"26","108824","7","2013","1","4"
"26","118698","8","2014","1","4"
"26","92552","5","2012","1","4"
"26","137427","9","2015","1","4"
"26","150123","12","2016","1","4"
"26","163907","14","2017","2","4"
"26","150043","12","2016","1","4"
"26","73912","2","2010","2","4"
"26","150492","12","2016","1","4"
"26","148808","12","2016","1","4"
"26","93336","5","2012","2","4"
"26","148607","12","2016","2","4"
"26","92321","5","2012","1","4"
"26","62546","1","2010","1","4"
"26","1570287802","13","2016","2","4"
"26","164217","14","2017","1","4"
"26","61054","1","2010","2","4"
"26","133801","9","2015","1","4"
"26","137270","9","2015","1","4"
"26","137484","9","2015","1","4"
"26","106882","7","2013","2","4"
"26","70882","2","2010","2","4"
"26","61193","1","2010","2","4"
"26","149109","12","2016","1","4"
"26","121764","8","2014","2","4"
"26","99917","6","2012","2","4"
"26","84416","4","2011","2","4"
"26","149724","12","2016","2","4"
"26","1570163963","10","2015","1","4"
"26","85474","4","2011","1","4"
"26","73811","2","2010","1","4"
"26","84242","4","2011","1","4"
"26","62491","1","2010","2","4"
"26","92907","5","2012","1","4"
"26","78288","3","2011","1","4"
"26","149675","12","2016","1","4"
"26","121672","8","2014","1","4"
"26","1570291156","13","2016","1","4"
"26","134358","9","2015","1","4"
"26","163833","14","2017","2","4"
"26","62471","1","2010","1","4"
"26","137391","9","2015","1","4"
"26","150431","12","2016","2","4"
"26","108836","7","2013","1","4"
"26","1570160459","10","2015","1","4"
"26","108712","7","2013","1","4"
"26","1570163781","10","2015","1","4"
"26","137446","9","2015","1","4"
"26","106867","7","2013","1","4"
"26","150167","12","2016","1","4"
"26","1570287870","13","2016","1","4"
"26","84238","4","2011","1","4"
"26","1570196567","11","2015","2","4"
"26","62414","1","2010","1","4"
"26","73956","2","2010","2","4"
"26","73882","2","2010","2","4"
"26","62468","1","2010","2","4"
"26","121735","8","2014","1","4"
"26","150105","12","2016","2","4"
"26","134536","9","2015","2","4"
"26","73937","2","2010","1","4"
"26","150077","12","2016","2","4"
"26","107162","7","2013","1","4"
"26","1570165123","10","2015","1","4"
"26","70836","2","2010","2","4"
"26","73807","2","2010","2","4"
"26","62454","1","2010","1","4"
"26","121177","8","2014","1","4"
"26","108771","7","2013","2","4"
"26","150116","12","2016","1","4"
"26","137274","9","2015","1","4"
"26","149586","12","2016","1","4"
"26","108704","7","2013","1","4"
"26","1570287791","13","2016","2","4"
"26","108713","7","2013","1","4"
"26","107172","7","2013","2","4"
"26","69845","2","2010","2","4"
"26","121434","8","2014","2","4"
"26","73230","2","2010","1","4"
"26","149543","12","2016","2","4"
"26","61814","1","2010","2","4"
"26","149807","12","2016","1","4"
"26","73219","2","2010","1","4"
"26","1570160455","10","2015","2","4"
"26","62360","1","2010","1","4"
"26","78297","3","2011","1","4"
"26","121634","8","2014","1","4"
"26","120536","8","2014","1","4"
"26","90921","5","2012","1","4"
"26","1570287214","13","2016","1","4"
"26","108694","7","2013","1","4"
"26","78083","3","2011","1","4"
"26","107163","7","2013","1","4"
"26","150122","12","2016","1","4"
"26","163940","14","2017","2","4"
"26","85633","4","2011","2","4"
"26","106538","7","2013","2","4"
"26","98372","6","2012","1","4"
"26","1570290979","13","2016","2","4"
"26","94079","5","2012","1","4"
"26","85699","4","2011","2","4"
"26","134431","9","2015","2","4"
"26","78390","3","2011","1","4"
"26","98347","6","2012","1","4"
"26","163787","14","2017","1","4"
"26","1570282719","13","2016","2","4"
"26","70580","2","2010","2","4"
"26","164222","14","2017","1","4"
"26","94034","5","2012","1","4"
"26","85610","4","2011","2","4"
"26","121602","8","2014","1","4"
"26","108792","7","2013","1","4"
"26","73510","2","2010","1","4"
"26","108093","7","2013","1","4"
"26","121045","8","2014","1","4"
"26","77597","3","2011","1","4"
"26","121671","8","2014","1","4"
"26","84179","4","2011","2","4"
"26","84178","4","2011","2","4"
"26","73917","2","2010","1","4"
"26","137390","9","2015","1","4"
"26","73780","2","2010","2","4"
"26","150158","12","2016","2","4"
"26","101792","6","2012","1","4"
"26","120564","8","2014","2","4"
"26","1570165241","10","2015","1","4"
"26","149107","12","2016","1","4"
"26","62422","1","2010","2","4"
"26","93938","5","2012","1","4"
"26","1570282229","13","2016","2","4"
"26","1570159731","10","2015","2","4"
"26","150485","12","2016","2","4"
"26","108753","7","2013","1","4"
"26","108385","7","2013","1","4"
"26","148608","12","2016","1","4"
"26","137493","9","2015","1","4"
"26","62525","1","2010","1","4"
"26","163955","14","2017","1","4"
"26","108809","7","2013","1","4"
"26","69419","2","2010","2","4"
"26","1570287120","13","2016","2","4"
"26","107033","7","2013","1","4"
"26","72840","2","2010","1","4"
"26","62470","1","2010","2","4"
"26","1570290049","13","2016","2","4"
"26","1570287875","13","2016","2","4"
"26","108366","6","2012","1","4"
"26","149676","12","2016","1","4"
"26","108749","7","2013","1","4"
"26","163982","14","2017","1","4"
"26","72885","2","2010","1","4"
"26","1570161239","10","2015","2","4"
"26","77741","3","2011","1","4"
"26","108828","7","2013","2","4"
"26","137522","9","2015","1","4"
"26","72959","2","2010","1","4"
"26","150136","12","2016","2","4"
"26","135438","9","2015","1","4"
"26","1570282648","13","2016","1","4"
"26","93919","5","2012","1","4"
"26","1570285991","13","2016","1","4"
"26","72927","2","2010","2","4"
"27","101009","6","2012","1","4"
"27","77825","3","2011","1","4"
"27","1570160515","10","2015","1","4"
"27","163880","14","2017","1","4"
"27","121648","8","2014","1","4"
"27","93998","5","2012","1","4"
"27","62466","1","2010","2","4"
"27","1570285572","13","2016","2","4"
"27","149654","12","2016","1","4"
"27","99387","6","2012","1","4"
"27","106464","6","2012","1","4"
"27","98342","6","2012","1","4"
"27","163946","14","2017","1","4"
"27","134689","9","2015","1","4"
"27","121654","8","2014","1","4"
"27","163693","14","2017","1","4"
"27","164310","14","2017","1","4"
"27","82552","4","2011","2","4"
"27","106511","7","2013","1","4"
"27","99326","6","2012","2","4"
"27","62501","1","2010","1","4"
"27","121657","8","2014","2","4"
"27","94088","5","2012","1","4"
"27","1570287291","13","2016","1","4"
"27","101750","6","2012","1","4"
"27","94101","5","2012","2","4"
"27","1570290312","13","2016","2","4"
"27","163857","14","2017","1","4"
"27","163872","14","2017","1","4"
"27","73452","2","2010","2","4"
"27","98423","6","2012","1","4"
"27","121665","8","2014","1","4"
"27","163918","14","2017","1","4"
"27","108707","7","2013","2","4"
"27","120978","8","2014","1","4"
"27","121626","8","2014","1","4"
"27","85589","4","2011","2","4"
"27","78438","3","2011","1","4"
"27","121703","8","2014","1","4"
"27","163773","14","2017","2","4"
"27","164225","14","2017","1","4"
"27","94069","5","2012","1","4"
"27","92613","5","2012","1","4"
"27","121688","8","2014","2","4"
"27","1570287662","13","2016","2","4"
"27","99332","6","2012","1","4"
"27","62299","1","2010","2","4"
"27","84346","4","2011","2","4"
"27","149613","12","2016","2","4"
"27","98357","6","2012","1","4"
"27","150051","12","2016","1","4"
"27","108370","6","2012","1","4"
"27","62408","1","2010","2","4"
"27","91994","5","2012","1","4"
"27","84356","4","2011","1","4"
"27","73732","2","2010","1","4"
"27","84134","4","2011","1","4"
"27","92902","5","2012","1","4"
"27","137338","9","2015","1","4"
"27","137388","9","2015","1","4"
"27","121680","8","2014","1","4"
"27","62439","1","2010","2","4"
"27","148735","12","2016","1","4"
"27","1570282349","13","2016","2","4"
"27","150452","12","2016","2","4"
"27","148534","12","2016","1","4"
"27","135368","9","2015","1","4"
"27","149665","12","2016","2","4"
"27","93386","5","2012","1","4"
"27","108052","7","2013","1","4"
"27","78423","3","2011","2","4"
"27","1570291023","13","2016","2","4"
"27","73875","2","2010","1","4"
"27","61151","1","2010","1","4"
"27","84351","4","2011","1","4"
"27","83982","4","2011","2","4"
"27","98339","6","2012","1","4"
"27","163985","14","2017","1","4"
"27","60806","1","2010","1","4"
"27","1570162837","10","2015","2","4"
"27","149122","12","2016","1","4"
"27","82833","4","2011","2","4"
"27","62428","1","2010","2","4"
"27","150136","12","2016","2","4"
"27","84176","4","2011","2","4"
"27","121682","8","2014","1","4"
"27","137462","9","2015","2","4"
"27","163906","14","2017","1","4"
"27","1570282295","13","2016","2","4"
"27","108801","7","2013","1","4"
"27","121348","8","2014","2","4"
"27","78466","3","2011","1","4"
"27","78492","3","2011","1","4"
"27","1570287245","13","2016","2","4"
"27","106552","6","2012","1","4"
"27","164209","14","2017","1","4"
"27","150488","12","2016","2","4"
"27","62448","1","2010","1","4"
"27","85700","4","2011","2","4"
"27","62529","1","2010","1","4"
"27","80834","3","2011","2","4"
"27","107292","7","2013","2","4"
"27","108783","7","2013","1","4"
"27","62412","1","2010","2","4"
"27","80682","3","2011","2","4"
"27","121577","8","2014","1","4"
"27","94049","5","2012","2","4"
"27","150143","12","2016","1","4"
"27","137422","9","2015","1","4"
"27","84357","4","2011","2","4"
"27","99985","6","2012","1","4"
"27","121872","8","2014","1","4"
"28","78343","3","2011","2","4"
"28","162329","14","2017","2","4"
"28","121657","8","2014","2","4"
"28","73946","2","2010","1","4"
"28","61572","1","2010","2","4"
"28","78339","3","2011","1","4"
"28","73152","2","2010","2","4"
"28","150130","12","2016","1","4"
"28","93733","5","2012","1","4"
"28","70874","2","2010","1","4"
"28","120564","8","2014","2","4"
"28","121680","8","2014","1","4"
"28","77655","3","2011","1","4"
"28","78423","3","2011","2","4"
"28","72874","2","2010","2","4"
"28","84187","4","2011","1","4"
"28","108752","7","2013","1","4"
"28","1570163711","10","2015","2","4"
"28","62524","1","2010","1","4"
"28","73970","2","2010","1","4"
"28","94034","5","2012","1","4"
"28","1570290785","13","2016","1","4"
"28","62516","1","2010","2","4"
"28","1570161213","10","2015","1","4"
"28","1570164595","10","2015","2","4"
"28","120108","8","2014","1","4"
"28","93978","5","2012","1","4"
"28","121637","8","2014","2","4"
"28","134421","9","2015","1","4"
"28","92082","5","2012","2","4"
"28","149107","12","2016","1","4"
"28","121702","8","2014","1","4"
"28","78513","3","2011","1","4"
"28","134707","9","2015","1","4"
"28","62175","1","2010","2","4"
"28","73040","2","2010","1","4"
"28","150134","12","2016","1","4"
"28","121638","8","2014","2","4"
"28","163856","14","2017","1","4"
"28","93369","5","2012","2","4"
"28","149640","12","2016","2","4"
"28","73949","2","2010","2","4"
"28","134420","9","2015","1","4"
"28","78351","3","2011","1","4"
"29","98379","6","2012","1","5"
"29","77709","3","2011","1","5"
"29","94055","5","2012","2","5"
"29","62523","1","2010","1","5"
"29","137382","9","2015","1","5"
"29","108755","7","2013","2","5"
"29","106928","7","2013","1","5"
"29","99878","6","2012","1","5"
"29","135368","9","2015","1","5"
"29","135419","9","2015","2","5"
"29","137449","9","2015","2","5"
"29","61783","1","2010","1","5"
"29","164170","14","2017","2","5"
"29","137257","9","2015","1","5"
"29","1570192701","11","2015","1","5"
"29","150506","12","2016","2","5"
"29","108770","7","2013","1","5"
"29","93706","5","2012","2","5"
"29","62477","1","2010","1","5"
"29","94072","5","2012","1","5"
"29","120966","8","2014","1","5"
"29","137611","9","2015","1","5"
"29","120186","8","2014","1","5"
"29","78295","3","2011","2","5"
"29","99332","6","2012","1","5"
"29","94086","5","2012","2","5"
"29","78213","3","2011","1","5"
"29","108840","7","2013","2","5"
"29","134607","9","2015","1","5"
"29","98389","6","2012","1","5"
"29","121658","8","2014","1","5"
"29","98340","6","2012","1","5"
"29","150094","12","2016","1","5"
"29","62476","1","2010","2","5"
"29","61478","1","2010","1","5"
"29","101273","6","2012","1","5"
"29","150172","12","2016","1","5"
"29","94093","5","2012","1","5"
"29","78404","3","2011","1","5"
"29","94083","5","2012","2","5"
"29","78083","3","2011","1","5"
"29","98354","6","2012","1","5"
"29","134374","9","2015","1","5"
"29","106396","6","2012","1","5"
"29","1570197477","11","2015","2","5"
"29","93384","5","2012","1","5"
"29","1570206449","11","2015","1","5"
"30","73892","2","2010","1","5"
"30","78286","3","2011","2","5"
"30","73972","2","2010","1","5"
"30","73935","2","2010","1","5"
"30","94055","5","2012","2","5"
"30","73243","2","2010","2","5"
"30","62533","1","2010","2","5"
"30","134538","9","2015","2","5"
"30","84227","4","2011","1","5"
"30","149564","12","2016","1","5"
"30","150472","12","2016","1","5"
"30","62374","1","2010","2","5"
"30","1570191545","11","2015","1","5"
"30","78222","3","2011","1","5"
"30","61637","1","2010","2","5"
"30","149635","12","2016","1","5"
"30","93609","5","2012","2","5"
"30","121649","8","2014","1","5"
"30","94042","5","2012","1","5"
"30","121404","8","2014","1","5"
"30","77826","3","2011","1","5"
"30","62175","1","2010","2","5"
"30","73891","2","2010","1","5"
"30","62486","1","2010","1","5"
"30","84150","4","2011","1","5"
"30","93931","5","2012","2","5"
"30","62520","1","2010","1","5"
"30","99326","6","2012","2","5"
"30","93970","5","2012","1","5"
"30","92663","5","2012","2","5"
"30","72840","2","2010","1","5"
"30","62484","1","2010","2","5"
"30","94057","5","2012","1","5"
"30","98346","6","2012","2","5"
"30","62512","1","2010","1","5"
"30","73956","2","2010","2","5"
"30","62452","1","2010","1","5"
"30","108786","7","2013","1","5"
"30","121648","8","2014","1","5"
"30","121637","8","2014","2","5"
"30","1570153299","10","2015","1","5"
"30","94053","5","2012","2","5"
"30","137503","9","2015","2","5"
"30","61695","1","2010","1","5"
"30","62492","1","2010","2","5"
"30","61453","1","2010","2","5"
"30","121802","8","2014","2","5"
"30","73966","2","2010","2","5"
"30","61130","1","2010","2","5"
"30","77825","3","2011","1","5"
"30","62444","1","2010","1","5"
"30","62372","1","2010","1","5"
"30","93425","5","2012","1","5"
"30","121683","8","2014","1","5"
"30","84098","4","2011","1","5"
"30","77982","3","2011","1","5"
"30","150503","12","2016","2","5"
"30","93925","5","2012","1","5"
"30","137408","9","2015","1","5"
"30","61795","1","2010","1","5"
"30","121047","8","2014","1","5"
"30","92738","5","2012","1","5"
"30","107972","7","2013","1","5"
"30","92730","5","2012","1","5"
"30","121656","8","2014","1","5"
"30","1570282203","13","2016","2","5"
"30","92793","5","2012","1","5"
"30","149585","12","2016","1","5"
"30","150119","12","2016","2","5"
"30","73962","2","2010","2","5"
"30","150126","12","2016","1","5"
"30","137393","9","2015","1","5"
"30","163846","14","2017","1","5"
"30","108694","7","2013","1","5"
"30","1570206449","11","2015","1","5"
"30","1570287214","13","2016","1","5"
"30","1570282295","13","2016","2","5"
"30","92704","5","2012","1","5"
"30","61479","1","2010","1","5"
"30","92437","5","2012","1","5"
"30","62359","1","2010","1","5"
"30","62440","1","2010","2","5"
"30","98360","6","2012","1","5"
"30","84325","4","2011","2","5"
"30","78215","3","2011","1","5"
"30","84218","4","2011","2","5"
"30","150068","12","2016","1","5"
"30","94068","5","2012","1","5"
"30","148969","12","2016","1","5"
"30","107279","7","2013","1","5"
"30","62464","1","2010","1","5"
"30","164258","14","2017","1","5"
"30","107164","7","2013","1","5"
"30","62416","1","2010","1","5"
"30","62498","1","2010","1","5"
"30","121801","8","2014","2","5"
"30","61454","1","2010","1","5"
"30","98347","6","2012","1","5"
"30","73732","2","2010","1","5"
"30","78062","3","2011","2","5"
"30","62467","1","2010","1","5"
"30","62317","1","2010","2","5"
"30","164234","14","2017","1","5"
"30","78363","3","2011","1","5"
"30","92816","5","2012","2","5"
"30","108813","7","2013","1","5"
"30","94097","5","2012","2","5"
"30","121340","8","2014","2","5"
"30","149844","12","2016","1","5"
"30","1570165241","10","2015","1","5"
"30","78512","3","2011","1","5"
"30","108713","7","2013","1","5"
"30","72931","2","2010","1","5"
"30","108688","7","2013","1","5"
"30","82552","4","2011","2","5"
"30","1570162547","10","2015","2","5"
"30","164214","14","2017","2","5"
"30","94020","5","2012","1","5"
"30","137382","9","2015","1","5"
"30","101286","6","2012","1","5"
"30","98338","6","2012","1","5"
"30","84346","4","2011","2","5"
"30","121685","8","2014","2","5"
"30","150091","12","2016","1","5"
"30","62500","1","2010","1","5"
"30","78287","3","2011","2","5"
"30","78466","3","2011","1","5"
"30","150111","12","2016","2","5"
"30","137504","9","2015","2","5"
"30","62531","1","2010","1","5"
"30","93991","5","2012","1","5"
"30","108760","7","2013","1","5"
"30","92618","5","2012","1","5"
"30","94040","5","2012","1","5"
"30","62458","1","2010","2","5"
"30","108733","7","2013","1","5"
"30","62347","1","2010","1","5"
"30","107241","7","2013","2","5"
"30","137458","9","2015","1","5"
"30","1570282597","13","2016","2","5"
"30","121052","8","2014","1","5"
"30","70580","2","2010","2","5"
"30","106935","7","2013","1","5"
"30","61931","1","2010","2","5"
"30","78371","3","2011","1","5"
"30","62539","1","2010","1","5"
"30","1570165321","10","2015","2","5"
"30","98252","6","2012","2","5"
"30","121638","8","2014","2","5"
"30","98353","6","2012","1","5"
"30","98206","6","2012","2","5"
"30","93981","5","2012","1","5"
"30","93941","5","2012","2","5"
"30","134513","9","2015","2","5"
"30","150051","12","2016","1","5"
"30","84239","4","2011","2","5"
"30","1570280956","13","2016","2","5"
"30","85720","4","2011","1","5"
"30","94078","5","2012","1","5"
"30","163832","14","2017","1","5"
"30","98323","6","2012","1","5"
"30","85610","4","2011","2","5"
"30","62471","1","2010","1","5"
"30","84351","4","2011","1","5"
"30","121835","8","2014","2","5"
"30","134419","9","2015","1","5"
"30","150081","12","2016","2","5"
"30","98382","6","2012","2","5"
"30","78391","3","2011","1","5"
"31","62519","1","2010","1","5"
"31","148992","12","2016","1","5"
"31","85681","4","2011","2","5"
"31","62520","1","2010","1","5"
"31","150071","12","2016","1","5"
"31","93930","5","2012","1","5"
"31","99311","6","2012","1","5"
"31","121048","8","2014","1","5"
"31","62327","1","2010","2","5"
"31","73969","2","2010","1","5"
"31","73839","2","2010","1","5"
"31","121626","8","2014","1","5"
"31","121592","8","2014","2","5"
"31","62415","1","2010","1","5"
"31","150168","12","2016","1","5"
"31","163917","14","2017","1","5"
"31","1570172831","10","2015","2","5"
"31","93971","5","2012","1","5"
"31","101751","6","2012","1","5"
"31","163880","14","2017","1","5"
"31","73836","2","2010","1","5"
"31","98340","6","2012","1","5"
"31","137485","9","2015","2","5"
"31","98360","6","2012","1","5"
"31","98309","6","2012","1","5"
"31","108748","7","2013","1","5"
"31","73956","2","2010","2","5"
"31","99254","6","2012","2","5"
"31","84403","4","2011","2","5"
"31","93941","5","2012","2","5"
"31","149107","12","2016","1","5"
"31","78427","3","2011","1","5"
"31","108786","7","2013","1","5"
"31","93999","5","2012","1","5"
"31","62499","1","2010","1","5"
"31","80842","3","2011","2","5"
"31","93425","5","2012","1","5"
"31","85651","4","2011","2","5"
"31","84134","4","2011","1","5"
"31","93997","5","2012","1","5"
"31","121166","8","2014","1","5"
"31","84037","4","2011","1","5"
"31","100026","6","2012","2","5"
"31","93929","5","2012","2","5"
"31","137465","9","2015","1","5"
"31","73993","2","2010","2","5"
"31","137337","9","2015","1","5"
"31","78456","3","2011","1","5"
"31","78297","3","2011","1","5"
"31","93332","5","2012","2","5"
"31","77795","3","2011","2","5"
"31","85678","4","2011","1","5"
"31","78512","3","2011","1","5"
"31","77823","3","2011","1","5"
"31","92663","5","2012","2","5"
"31","83282","4","2011","2","5"
"31","62298","1","2010","1","5"
"31","62425","1","2010","2","5"
"31","107129","7","2013","2","5"
"31","133304","9","2015","2","5"
"31","84408","4","2011","1","5"
"31","84270","4","2011","1","5"
"31","98357","6","2012","1","5"
"31","62436","1","2010","1","5"
"31","149857","12","2016","1","5"
"31","163850","14","2017","2","5"
"31","78392","3","2011","1","5"
"31","62507","1","2010","1","5"
"31","93368","5","2012","1","5"
"31","70722","2","2010","2","5"
"31","121654","8","2014","1","5"
"31","108753","7","2013","1","5"
"31","1570280507","13","2016","1","5"
"31","98230","6","2012","2","5"
"31","137433","9","2015","1","5"
"31","93921","5","2012","2","5"
"31","164154","14","2017","1","5"
"31","99298","6","2012","2","5"
"31","92755","5","2012","1","5"
"31","121055","8","2014","2","5"
"31","149188","12","2016","1","5"
"31","120978","8","2014","1","5"
"31","94088","5","2012","1","5"
"31","84289","4","2011","1","5"
"31","107278","7","2013","2","5"
"31","108723","7","2013","2","5"
"31","94040","5","2012","1","5"
"31","62539","1","2010","1","5"
"31","78391","3","2011","1","5"
"31","1570164703","10","2015","1","5"
"31","85743","4","2011","1","5"
"31","94068","5","2012","1","5"
"31","94025","5","2012","1","5"
"31","84351","4","2011","1","5"
"31","108635","7","2013","1","5"
"31","1570165239","10","2015","2","5"
"31","150480","12","2016","1","5"
"31","1570285917","13","2016","1","5"
"31","73871","2","2010","1","5"
"31","1570172041","10","2015","2","5"
"31","149676","12","2016","1","5"
"31","120091","8","2014","1","5"
"31","62301","1","2010","2","5"
"31","62179","1","2010","1","5"
"31","62516","1","2010","2","5"
"31","61834","1","2010","1","5"
"31","149729","12","2016","1","5"
"31","91994","5","2012","1","5"
"31","108758","7","2013","1","5"
"31","101273","6","2012","1","5"
"31","121671","8","2014","1","5"
"31","164217","14","2017","1","5"
"31","62359","1","2010","1","5"
"31","108744","7","2013","1","5"
"31","73838","2","2010","1","5"
"31","62477","1","2010","1","5"
"31","92790","5","2012","2","5"
"31","106634","6","2012","1","5"
"31","62320","1","2010","1","5"
"31","74028","2","2010","2","5"
"31","121650","8","2014","1","5"
"31","62500","1","2010","1","5"
"31","92400","5","2012","1","5"
"31","93995","5","2012","1","5"
"31","137415","9","2015","1","5"
"31","98252","6","2012","2","5"
"31","150077","12","2016","2","5"
"31","61540","1","2010","1","5"
"31","78423","3","2011","2","5"
"31","99390","6","2012","1","5"
"31","137525","9","2015","1","5"
"31","150133","12","2016","1","5"
"31","73955","2","2010","1","5"
"31","121638","8","2014","2","5"
"31","150104","12","2016","1","5"
"31","94003","5","2012","1","5"
"31","85589","4","2011","2","5"
"31","93978","5","2012","1","5"
"31","72870","2","2010","2","5"
"31","74067","2","2010","1","5"
"31","149597","12","2016","1","5"
"31","134591","9","2015","1","5"
"31","163833","14","2017","2","5"
"31","121329","8","2014","1","5"
"31","163933","14","2017","1","5"
"31","108770","7","2013","1","5"
"31","62898","1","2010","1","5"
"31","62169","1","2010","1","5"
"31","108802","7","2013","1","5"
"31","84357","4","2011","2","5"
"31","1570162547","10","2015","2","5"
"31","61860","1","2010","2","5"
"31","99330","6","2012","1","5"
"31","121810","8","2014","2","5"
"31","105478","7","2013","2","5"
"31","137358","9","2015","1","5"
"31","163940","14","2017","2","5"
"31","137448","9","2015","1","5"
"31","72885","2","2010","1","5"
"31","62511","1","2010","1","5"
"31","62408","1","2010","2","5"
"31","98378","6","2012","1","5"
"31","100857","6","2012","1","5"
"31","98266","6","2012","2","5"
"31","84221","4","2011","1","5"
"31","137518","9","2015","2","5"
"31","73989","2","2010","2","5"
"31","94018","5","2012","1","5"
"31","121637","8","2014","2","5"
"31","59379","1","2010","1","5"
"31","149631","12","2016","1","5"
"31","134438","9","2015","1","5"
"31","107178","7","2013","1","5"
"31","101165","6","2012","1","5"
"31","94092","5","2012","2","5"
"31","1570285687","13","2016","1","5"
"31","1570172025","10","2015","1","5"
"31","121439","8","2014","1","5"
"31","1570163963","10","2015","1","5"
"31","94049","5","2012","2","5"
"31","150107","12","2016","2","5"
"31","73914","2","2010","1","5"
"31","99257","6","2012","2","5"
"31","98204","6","2012","1","5"
"31","61695","1","2010","1","5"
"31","98370","6","2012","2","5"
"31","121052","8","2014","1","5"
"31","107294","7","2013","1","5"
"31","73972","2","2010","1","5"
"31","121872","8","2014","1","5"
"31","121552","8","2014","1","5"
"31","61545","1","2010","2","5"
"31","62537","1","2010","2","5"
"31","108132","6","2012","1","5"
"31","80681","3","2011","1","5"
"31","94076","5","2012","2","5"
"31","62473","1","2010","1","5"
"31","108809","7","2013","1","5"
"31","107219","7","2013","1","5"
"31","69845","2","2010","2","5"
"31","121698","8","2014","2","5"
"31","1570164757","10","2015","1","5"
"31","62486","1","2010","1","5"
"31","78442","3","2011","1","5"
"31","62461","1","2010","2","5"
"31","164240","14","2017","1","5"
"31","137388","9","2015","1","5"
"31","62495","1","2010","2","5"
"31","84261","4","2011","1","5"
"31","108668","7","2013","1","5"
"31","150108","12","2016","1","5"
"31","1570287799","13","2016","1","5"
"31","134694","9","2015","1","5"
"31","137306","9","2015","1","5"
"31","73946","2","2010","1","5"
"31","98372","6","2012","1","5"
"31","68525","2","2010","2","5"
"31","98348","6","2012","1","5"
"31","78483","3","2011","2","5"
"31","1570281384","13","2016","2","5"
"31","1570189415","11","2015","1","5"
"31","73460","2","2010","1","5"
"31","121932","8","2014","1","5"
"31","1570163791","10","2015","1","5"
"31","121044","8","2014","2","5"
"31","99335","6","2012","1","5"
"31","99703","6","2012","1","5"
"31","150175","12","2016","1","5"
"31","73493","2","2010","1","5"
"31","62352","1","2010","1","5"
"31","73951","2","2010","2","5"
"31","106552","6","2012","1","5"
"31","93379","5","2012","1","5"
"31","149837","12","2016","1","5"
"31","73935","2","2010","1","5"
"31","106952","7","2013","2","5"
"31","98386","6","2012","2","5"
"31","93906","5","2012","1","5"
"31","108731","7","2013","1","5"
"32","108819","7","2013","1","5"
"32","163955","14","2017","1","5"
"32","73871","2","2010","1","5"
"32","137403","9","2015","1","5"
"32","98315","6","2012","2","5"
"32","73730","2","2010","1","5"
"32","78415","3","2011","1","5"
"32","84318","4","2011","2","5"
"32","107129","7","2013","2","5"
"32","73951","2","2010","2","5"
"32","99878","6","2012","1","5"
"32","78343","3","2011","2","5"
"32","84134","4","2011","1","5"
"32","61053","1","2010","2","5"
"32","71185","2","2010","1","5"
"32","121592","8","2014","2","5"
"32","61952","1","2010","2","5"
"32","1570197477","11","2015","2","5"
"32","108750","7","2013","1","5"
"32","78564","3","2011","2","5"
"32","121696","8","2014","1","5"
