,Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao.Piche,Temp.Comp.Media,Umidade.Relativa.Media,Velocidade.do.Vento.Media
1,1,1/1/2000,1,2.6,133,18.2,7.6,8,427,87,4.133.333
2,1,1/1/2000,2,2.6,133,18.2,,8,427,87,
3,1,2/1/2000,1,,142,,11.2,31,426,60,1.5
4,1,2/1/2000,2,0,142,17.8,,31,426,60,
5,1,3/1/2000,1,,119,,3.1,36,399,82,3.333.333
6,1,3/1/2000,2,0,119,17,,36,399,82,
7,1,4/1/2000,1,,146,,4.4,24,440,119,0.933333
8,1,4/1/2000,2,0.1,146,19.7,,24,440,119,
9,1,5/1/2000,1,,187,,11.2,18,538,81,0.933333
10,1,5/1/2000,2,0,187,17.8,,18,538,81,
11,1,6/1/2000,1,,187,,8.5,33,568,101,1.5
12,1,6/1/2000,2,0,187,21.2,,33,568,101,
13,1,7/1/2000,1,,187,,10.2,30,584,96,1.866.667
14,1,7/1/2000,2,0,187,21.6,,30,584,96,
15,1,8/1/2000,1,,209,,10.8,31,659,55,1.966.667
16,1,8/1/2000,2,0,209,22.4,,31,659,55,
17,1,9/1/2000,1,,222,,10.9,40,662,50,2.2
18,1,9/1/2000,2,0,222,21.8,,40,662,50,
19,1,10/1/2000,1,,193,,6.8,47,655,68,1.366.667
20,1,10/1/2000,2,0,193,24,,47,655,68,
21,1,11/1/2000,1,,215,,10.6,41,665,49,2.266.667
22,1,11/1/2000,2,0,215,23.4,,41,665,49,
23,1,12/1/2000,1,,193,,7.7,46,625,90,1.433.333
24,1,12/1/2000,2,0,193,22.4,,46,625,90,
25,1,13/01/2000,1,,197,,2,29,650,112,0.666667
26,1,13/01/2000,2,1.9,197,23.2,,29,650,112,
27,1,14/01/2000,1,,206,,9.5,23,637,91,0.933333
28,1,14/01/2000,2,0,206,22,,23,637,91,
29,1,15/01/2000,1,,184,,1.4,31,612,117,0.933333
30,1,15/01/2000,2,0.1,184,23.8,,31,612,117,
31,1,16/01/2000,1,,207,,6.7,22,627,113,1.3
32,1,16/01/2000,2,0,207,23,,22,627,113,
33,1,17/01/2000,1,,204,,5.6,28,648,127,2.866.667
34,1,17/01/2000,2,3.2,204,24.4,,28,648,127,
35,1,18/01/2000,1,,144,,0.8,27,534,100,1.766.667
36,1,18/01/2000,2,2.3,144,23.2,,27,534,100,
37,1,19/01/2000,1,,171,,11.6,24,506,66,2.4
38,1,19/01/2000,2,0,171,18,,24,506,66,
39,1,20/01/2000,1,,197,,10.3,39,566,63,1.4
40,1,20/01/2000,2,0,197,18.6,,39,566,63,
41,1,21/01/2000,1,,222,,11.2,37,647,44,2
42,1,21/01/2000,2,0,222,19.2,,37,647,44,
43,1,22/01/2000,1,,195,,7,30,597,76,3.133.333
44,1,22/01/2000,2,0,195,16.8,,30,597,76,
45,1,23/01/2000,1,,140,,0.1,61,510,104,2.266.667
46,1,23/01/2000,2,0,140,22,,61,510,104,
47,1,24/01/2000,1,,159,,9,21,534,92,4.1
48,1,24/01/2000,2,0,159,19.8,,21,534,92,
49,1,25/01/2000,1,,112,,1.6,29,370,151,2.233.333
50,1,25/01/2000,2,25,112,18,,29,370,151,
51,1,26/01/2000,1,,146,,10.4,13,439,57,2.566.667
52,1,26/01/2000,2,3.4,146,17,,13,439,57,
53,1,27/01/2000,1,,150,,10.4,33,442,78,1.966.667
54,1,27/01/2000,2,0,150,17.2,,33,442,78,
55,1,28/01/2000,1,,156,,11.3,43,448,46,1.966.667
56,1,28/01/2000,2,0,156,17.2,,43,448,46,
57,1,29/01/2000,1,,192,,10.6,41,539,61,2.166.667
58,1,29/01/2000,2,0,192,18.6,,41,539,61,
59,1,30/01/2000,1,,196,,6.3,41,600,68,1.7
60,1,30/01/2000,2,0,196,20.6,,41,600,68,
61,1,31/01/2000,1,,144,,0.9,36,469,136,2
62,1,31/01/2000,2,2.7,144,21,,36,469,136,
63,1,1/2/2000,1,,142,,1.1,14,440,141,2.433.333
64,1,1/2/2000,2,2.7,142,19.4,,14,440,141,
65,1,2/2/2000,1,,165,,1.7,23,529,117,1.1
66,1,2/2/2000,2,0.3,165,20.8,,23,529,117,
67,1,3/2/2000,1,,146,,1,19,502,144,1.266.667
68,1,3/2/2000,2,0,146,20.1,,19,502,144,
69,1,4/2/2000,1,,146,,6.8,13,463,114,1.966.667
70,1,4/2/2000,2,6.3,146,18.6,,13,463,114,
71,1,5/2/2000,1,,169,,11,23,511,90,1.8
72,1,5/2/2000,2,0,169,18.2,,23,511,90,
73,1,6/2/2000,1,,184,,10.2,31,532,94,1.633.333
74,1,6/2/2000,2,0,184,19.4,,31,532,94,
75,1,7/2/2000,1,,172,,11,53,523,76,3.366.667
76,1,7/2/2000,2,0,172,19.6,,53,523,76,
77,1,8/2/2000,1,,193,,11.1,17,560,75,1.866.667
78,1,8/2/2000,2,0,193,19.2,,17,560,75,
79,1,9/2/2000,1,,205,,9.2,37,581,97,1.2
80,1,9/2/2000,2,0,205,20.5,,37,581,97,
81,1,10/2/2000,1,,191,,11.2,32,592,80,1.533.333
82,1,10/2/2000,2,31.9,191,20.4,,32,592,80,
83,1,11/2/2000,1,,197,,9.6,30,609,98,1.2
84,1,11/2/2000,2,0,197,21.3,,30,609,98,
85,1,12/2/2000,1,,229,,10.7,34,666,66,0.833333
86,1,12/2/2000,2,0,229,21.5,,34,666,66,
87,1,13/02/2000,1,,182,,6.3,41,620,86,2.2
88,1,13/02/2000,2,0,182,23.5,,41,620,86,
89,1,14/02/2000,1,,125,,0,29,430,134,5.2
90,1,14/02/2000,2,6.6,125,20.4,,29,430,134,
91,1,15/02/2000,1,,109,,0.3,25,408,127,3
92,1,15/02/2000,2,0.4,109,20.1,,25,408,127,
93,1,16/02/2000,1,,146,,10.5,12,438,65,3.533.333
94,1,16/02/2000,2,1.8,146,17.6,,12,438,65,
95,1,17/02/2000,1,,150,,10.4,38,437,70,2.833.333
96,1,17/02/2000,2,0.1,150,18,,38,437,70,
97,1,18/02/2000,1,,161,,10.8,39,466,54,2.8
98,1,18/02/2000,2,0,161,18.4,,39,466,54,
99,1,19/02/2000,1,,169,,10.1,42,469,50,1.3
100,1,19/02/2000,2,0,169,17.5,,42,469,50,
101,1,20/02/2000,1,,177,,9.2,37,505,61,1.366.667
102,1,20/02/2000,2,0,177,18.5,,37,505,61,
103,1,21/02/2000,1,,163,,3.9,39,524,79,0.766667
104,1,21/02/2000,2,0,163,19.8,,39,524,79,
105,1,22/02/2000,1,,171,,8,24,532,91,2.133.333
106,1,22/02/2000,2,0,171,20,,24,532,91,
107,1,23/02/2000,1,,179,,8.7,29,506,107,1.2
108,1,23/02/2000,2,0,179,20.2,,29,506,107,
109,1,24/02/2000,1,,199,,9,25,558,70,1.466.667
110,1,24/02/2000,2,4.6,199,19.3,,25,558,70,
111,1,25/02/2000,1,,193,,7.9,36,572,67,1.766.667
112,1,25/02/2000,2,0,193,20.3,,36,572,67,
113,1,26/02/2000,1,,189,,3.7,36,574,103,1.466.667
114,1,26/02/2000,2,0,189,21.4,,36,574,103,
115,1,27/02/2000,1,,225,,5.1,47,633,96,2.366.667
116,1,27/02/2000,2,0,225,22.8,,47,633,96,
117,1,28/02/2000,1,,136,,0,15,499,135,2.8
118,1,28/02/2000,2,53.1,136,21.8,,15,499,135,
119,1,29/02/2000,1,,103,,0,16,395,119,1.733.333
120,1,29/02/2000,2,0.6,103,19.6,,16,395,119,
121,1,1/3/2000,1,,108,,0,18,436,159,1.066.667
122,1,1/3/2000,2,2.3,108,20.2,,18,436,159,
123,1,2/3/2000,1,,191,,8,1,602,121,0.766667
124,1,2/3/2000,2,3.3,191,22,,1,602,121,
125,1,3/3/2000,1,,171,,3.8,23,564,115,0.866667
126,1,3/3/2000,2,0,171,21.4,,23,564,115,
127,1,4/3/2000,1,,130,,0.1,20,480,173,0.233333
128,1,4/3/2000,2,0,130,21.6,,20,480,173,
129,1,5/3/2000,1,,183,,6.8,4,555,131,0.933333
130,1,5/3/2000,2,11.7,183,21,,4,555,131,
131,1,6/3/2000,1,,119,,0.2,17,467,153,1.1
132,1,6/3/2000,2,7.3,119,21.8,,17,467,153,
133,1,7/3/2000,1,,134,,9,7,403,101,2.6
134,1,7/3/2000,2,18.4,134,16.8,,7,403,101,
135,1,8/3/2000,1,,128,,3,23,368,89,1.566.667
136,1,8/3/2000,2,1.3,128,16.5,,23,368,89,
137,1,9/3/2000,1,,136,,6.5,29,400,75,1.733.333
138,1,9/3/2000,2,0,136,17,,29,400,75,
139,1,10/3/2000,1,,158,,7.9,29,419,89,1.2
140,1,10/3/2000,2,0,158,17.1,,29,419,89,
141,1,11/3/2000,1,,146,,5,28,416,96,0.966667
142,1,11/3/2000,2,0,146,18.2,,28,416,96,
143,1,12/3/2000,1,,144,,5.9,26,418,98,2.066.667
144,1,12/3/2000,2,0,144,18.4,,26,418,98,
145,1,13/03/2000,1,,161,,10.4,28,463,92,2.033.333
146,1,13/03/2000,2,0,161,18,,28,463,92,
147,1,14/03/2000,1,,184,,8.8,30,526,88,0.9
148,1,14/03/2000,2,0,184,18.8,,30,526,88,
149,1,15/03/2000,1,,189,,8.6,26,554,106,0.6
150,1,15/03/2000,2,0,189,20.4,,26,554,106,
151,1,16/03/2000,1,,203,,9.8,26,595,69,1.3
152,1,16/03/2000,2,0,203,20.6,,26,595,69,
153,1,17/03/2000,1,,173,,6.9,45,513,118,2.3
154,1,17/03/2000,2,9.4,173,19.8,,45,513,118,
155,1,18/03/2000,1,,130,,10.1,27,386,62,1.266.667
156,1,18/03/2000,2,0,130,17.6,,27,386,62,
157,1,19/03/2000,1,,139,,10.2,35,366,58,1.666.667
158,1,19/03/2000,2,0,139,15,,35,366,58,
159,1,20/03/2000,1,,172,,10.5,41,459,60,1.533.333
160,1,20/03/2000,2,0,172,16.8,,41,459,60,
161,1,21/03/2000,1,,154,,4.2,42,500,94,0.933333
162,1,21/03/2000,2,0,154,17.4,,42,500,94,
163,1,22/03/2000,1,,144,,6,35,489,122,1.733.333
164,1,22/03/2000,2,0,144,21.5,,35,489,122,
165,1,23/03/2000,1,,197,,9.9,25,568,84,1.1
166,1,23/03/2000,2,0,197,20.5,,25,568,84,
167,1,24/03/2000,1,,130,,4.2,33,373,139,2.633.333
168,1,24/03/2000,2,9.7,130,17,,33,373,139,
169,1,25/03/2000,1,,145,,9.8,15,399,76,2.3
170,1,25/03/2000,2,10.5,145,16.8,,15,399,76,
171,1,26/03/2000,1,,173,,9.8,34,470,84,1.166.667
172,1,26/03/2000,2,0,173,17,,34,470,84,
173,1,27/03/2000,1,,135,,1.7,30,426,154,1.866.667
174,1,27/03/2000,2,4.7,135,20,,30,426,154,
175,1,28/03/2000,1,,105,,9.5,16,240,78,0.866667
176,1,28/03/2000,2,8,105,15.8,,16,240,78,
177,1,29/03/2000,1,,101,,3.9,28,244,101,1.633.333
178,1,29/03/2000,2,0,101,11.8,,28,244,101,
179,1,30/03/2000,1,,158,,7.5,22,452,90,0.533333
180,1,30/03/2000,2,0,158,17.8,,22,452,90,
181,1,31/03/2000,1,,109,,0.7,29,377,150,1.133.333
182,1,31/03/2000,2,21.3,109,18.6,,29,377,150,
183,1,1/4/2000,1,,119,,6.1,9,365,127,1.333.333
184,1,1/4/2000,2,6,119,18.8,,9,365,127,
185,1,2/4/2000,1,,113,,10.3,20,303,101,2.033.333
186,1,2/4/2000,2,0,113,14.6,,20,303,101,
187,1,3/4/2000,1,,132,,10.3,26,345,82,2.866.667
188,1,3/4/2000,2,0,132,15,,26,345,82,
189,1,4/4/2000,1,,152,,5.6,19,444,68,1.733.333
190,1,4/4/2000,2,0,152,17.5,,19,444,68,
191,1,5/4/2000,1,,175,,6.3,4,520,88,0.933333
192,1,5/4/2000,2,0,175,19.6,,4,520,88,
193,1,6/4/2000,1,,180,,6.6,10,550,86,0.566667
194,1,6/4/2000,2,0,180,19,,10,550,86,
195,1,7/4/2000,1,,191,,9.4,8,592,77,1.5
196,1,7/4/2000,2,0,191,20.6,,8,592,77,
197,1,8/4/2000,1,,201,,10.3,9,617,71,1.633.333
198,1,8/4/2000,2,0,201,21,,9,617,71,
199,1,9/4/2000,1,,169,,4.9,10,540,130,1.533.333
200,1,9/4/2000,2,0,169,22.4,,10,540,130,
201,1,10/4/2000,1,,183,,3.7,7,573,135,0.866667
202,1,10/4/2000,2,0,183,20.4,,7,573,135,
203,1,11/4/2000,1,,132,,0,8,377,174,0.266667
204,1,11/4/2000,2,3.4,132,18.8,,8,377,174,
205,1,12/4/2000,1,,76,,0.2,2,240,162,2.266.667
206,1,12/4/2000,2,19.1,76,15.6,,2,240,162,
207,1,13/04/2000,1,,97,,1.6,3,272,152,1.866.667
208,1,13/04/2000,2,60.3,97,13.8,,3,272,152,
209,1,14/04/2000,1,,115,,7.7,1,304,117,1.133.333
210,1,14/04/2000,2,13,115,16.8,,1,304,117,
211,1,15/04/2000,1,,128,,9.3,5,291,108,1.033.333
212,1,15/04/2000,2,0,128,13.1,,5,291,108,
213,1,16/04/2000,1,,123,,4.6,6,377,108,1.9
214,1,16/04/2000,2,0,123,16.6,,6,377,108,
215,1,17/04/2000,1,,81,,0,6,271,167,3.433.333
216,1,17/04/2000,2,5.5,81,17,,6,271,167,
217,1,18/04/2000,1,,134,,3,2,393,137,0.866667
218,1,18/04/2000,2,15.7,134,18,,2,393,137,
219,1,19/04/2000,1,,111,,7.2,4,342,83,3.2
220,1,19/04/2000,2,14,111,18.4,,4,342,83,
221,1,20/04/2000,1,,74,,0.4,6,264,135,4.4
222,1,20/04/2000,2,0,74,16.8,,6,264,135,
223,1,21/04/2000,1,,93,,1.9,4,280,128,2.033.333
224,1,21/04/2000,2,0.2,93,16.8,,4,280,128,
225,1,22/04/2000,1,,105,,9.1,2,207,117,0.766667
226,1,22/04/2000,2,0.5,105,13.7,,2,207,117,
227,1,23/04/2000,1,,119,,9.1,4,211,117,0.533333
228,1,23/04/2000,2,0,119,11.8,,4,211,117,
229,1,24/04/2000,1,,146,,8.9,6,284,87,0.5
230,1,24/04/2000,2,0,146,12.8,,6,284,87,
231,1,25/04/2000,1,,155,,7.7,5,347,91,0.4
232,1,25/04/2000,2,0,155,13.8,,5,347,91,
233,1,26/04/2000,1,,158,,8.9,11,419,68,0.533333
234,1,26/04/2000,2,0,158,16.3,,11,419,68,
235,1,27/04/2000,1,,165,,8.2,39,440,85,0.366667
236,1,27/04/2000,2,0,165,15.8,,39,440,85,
237,1,28/04/2000,1,,121,,1,30,386,161,0.733333
238,1,28/04/2000,2,0,121,19,,30,386,161,
239,1,29/04/2000,1,,135,,5.5,8,391,140,0.7
240,1,29/04/2000,2,3.5,135,18.2,,8,391,140,
241,1,30/04/2000,1,,173,,7.5,17,482,109,0.7
242,1,30/04/2000,2,0,173,18,,17,482,109,
243,1,1/5/2000,1,,175,,3.7,30,492,92,0.9
244,1,1/5/2000,2,0,175,18.3,,30,492,92,
245,1,2/5/2000,1,,109,,1.2,32,272,145,0.933333
246,1,2/5/2000,2,9.9,109,15.5,,32,272,145,
247,1,3/5/2000,1,,111,,1.1,13,330,125,1.5
248,1,3/5/2000,2,0.2,111,15.7,,13,330,125,
249,1,4/5/2000,1,,132,,3.5,21,438,126,0.933333
250,1,4/5/2000,2,0.1,132,20,,21,438,126,
251,1,5/5/2000,1,,113,,0.6,16,320,164,2.466.667
252,1,5/5/2000,2,74.7,113,17.6,,16,320,164,
253,1,6/5/2000,1,,57,,3.8,20,98,64,6.833.333
254,1,6/5/2000,2,6.1,57,10.2,,20,98,64,
255,1,7/5/2000,1,,59,,8.6,25,89,83,1.866.667
256,1,7/5/2000,2,0,59,9.8,,25,89,83,
257,1,8/5/2000,1,,74,,7.8,18,112,103,0.866667
258,1,8/5/2000,2,0,74,9.6,,18,112,103,
259,1,9/5/2000,1,,76,,8.1,16,129,101,0.533333
260,1,9/5/2000,2,0,76,10.8,,16,129,101,
261,1,10/5/2000,1,,76,,4.2,16,143,134,0.533333
262,1,10/5/2000,2,0,76,11,,16,143,134,
263,1,11/5/2000,1,,93,,5.4,13,203,108,1.666.667
264,1,11/5/2000,2,1.1,93,13.2,,13,203,108,
265,1,12/5/2000,1,,124,,8.5,23,277,92,0.833333
266,1,12/5/2000,2,0,124,14.4,,23,277,92,
267,1,13/05/2000,1,,126,,8.8,22,278,90,0.766667
268,1,13/05/2000,2,0,126,13.8,,22,278,90,
269,1,14/05/2000,1,,94,,1.9,41,266,141,1.3
270,1,14/05/2000,2,0,94,15,,41,266,141,
271,1,15/05/2000,1,,92,,0.8,13,310,135,2.533.333
272,1,15/05/2000,2,0,92,17.2,,13,310,135,
273,1,16/05/2000,1,,98,,0.5,24,332,126,2.366.667
274,1,16/05/2000,2,5,98,18.8,,24,332,126,
275,1,17/05/2000,1,,65,,0,4,155,173,0.633333
276,1,17/05/2000,2,2.1,65,14.2,,4,155,173,
277,1,18/05/2000,1,,70,,1.8,4,170,127,2.4
278,1,18/05/2000,2,20.8,70,14,,4,170,127,
279,1,19/05/2000,1,,64,,5.1,15,126,120,1.866.667
280,1,19/05/2000,2,0,64,11.1,,15,126,120,
281,1,20/05/2000,1,,76,,5.1,19,118,141,0.866667
282,1,20/05/2000,2,0,76,10.6,,19,118,141,
283,1,21/05/2000,1,,97,,7.1,5,158,126,0.6
284,1,21/05/2000,2,0,97,11,,5,158,126,
285,1,22/05/2000,1,,104,,8.6,13,205,115,1.3
286,1,22/05/2000,2,0,104,11.7,,13,205,115,
287,1,23/05/2000,1,,91,,2.5,15,240,135,1.066.667
288,1,23/05/2000,2,0,91,16.2,,15,240,135,
289,1,24/05/2000,1,,115,,8.3,13,258,108,0.533333
290,1,24/05/2000,2,0,115,14.8,,13,258,108,
291,1,25/05/2000,1,,161,,7.7,20,375,54,0.966667
292,1,25/05/2000,2,0,161,13.6,,20,375,54,
293,1,26/05/2000,1,,116,,6.2,30,246,119,4.9
294,1,26/05/2000,2,9.6,116,15.8,,30,246,119,
295,1,27/05/2000,1,,60,,8.5,21,88,94,3.033.333
296,1,27/05/2000,2,0,60,10.2,,21,88,94,
297,1,28/05/2000,1,,55,,7.2,20,52,106,2.133.333
298,1,28/05/2000,2,0,55,8.4,,20,52,106,
299,1,29/05/2000,1,,57,,7.2,14,33,108,0.5
300,1,29/05/2000,2,0,57,7,,14,33,108,
301,1,30/05/2000,1,,66,,7,16,91,84,1.733.333
302,1,30/05/2000,2,0,66,9.8,,16,91,84,
303,1,31/05/2000,1,,26,,1.1,16,54,161,1.633.333
304,1,31/05/2000,2,0,26,10,,16,54,161,
305,1,1/6/2000,1,,37,,4.8,6,57,109,0.766667
306,1,1/6/2000,2,9.7,37,10,,6,57,109,
307,1,2/6/2000,1,,55,,8,11,28,118,1.4
308,1,2/6/2000,2,0.3,55,6.8,,11,28,118,
309,1,3/6/2000,1,,91,,7.2,8,93,135,0.733333
310,1,3/6/2000,2,0,91,7.8,,8,93,135,
311,1,4/6/2000,1,,107,,8,13,181,109,0.6
312,1,4/6/2000,2,0,107,8.8,,13,181,109,
313,1,5/6/2000,1,,111,,3,18,313,143,0.8
314,1,5/6/2000,2,3.1,111,16.3,,18,313,143,
315,1,6/6/2000,1,,74,,0,8,311,184,0.2
316,1,6/6/2000,2,36.9,74,18.8,,8,311,184,
317,1,7/6/2000,1,,91,,0,2,318,166,0.6
318,1,7/6/2000,2,31.6,91,18.5,,2,318,166,
319,1,8/6/2000,1,,95,,0.5,3,310,148,1.166.667
320,1,8/6/2000,2,11.5,95,18,,3,310,148,
321,1,9/6/2000,1,,76,,2.2,8,188,146,0.966667
322,1,9/6/2000,2,0,76,15.2,,8,188,146,
323,1,10/6/2000,1,,132,,7.3,8,243,145,1.633.333
324,1,10/6/2000,2,0,132,13.8,,8,243,145,
325,1,11/6/2000,1,,70,,0.3,13,216,137,1
326,1,11/6/2000,2,27.2,70,16.2,,13,216,137,
327,1,12/6/2000,1,,57,,6.9,10,114,131,0.933333
328,1,12/6/2000,2,0.4,57,14.8,,10,114,131,
329,1,13/06/2000,1,,150,,7.2,12,349,105,0.733333
330,1,13/06/2000,2,0,150,14.4,,12,349,105,
331,1,14/06/2000,1,,165,,8.1,19,415,91,1.1
332,1,14/06/2000,2,0,165,16,,19,415,91,
333,1,15/06/2000,1,,179,,7.5,25,440,69,0.533333
334,1,15/06/2000,2,0,179,16,,25,440,69,
335,1,16/06/2000,1,,120,,1,32,319,124,1.7
336,1,16/06/2000,2,1.6,120,16.4,,32,319,124,
337,1,17/06/2000,1,,42,,0,11,123,172,2.5
338,1,17/06/2000,2,17.6,42,13.4,,11,123,172,
339,1,18/06/2000,1,,34,,0,2,136,178,3
340,1,18/06/2000,2,12.4,34,13.2,,2,136,178,
341,1,19/06/2000,1,,42,,0,5,106,174,1.7
342,1,19/06/2000,2,35.2,42,12.7,,5,106,174,
343,1,20/06/2000,1,,30,,4.4,4,23,96,3.766.667
344,1,20/06/2000,2,8.1,30,9.5,,4,23,96,
345,1,21/06/2000,1,,20,,7.9,14,715,70,2.9
346,1,21/06/2000,2,0,20,6.5,,14,715,70,
347,1,22/06/2000,1,,59,,7.6,16,9,81,0.666667
348,1,22/06/2000,2,0,59,4.5,,16,9,81,
349,1,23/06/2000,1,,95,,7.4,15,74,88,0.266667
350,1,23/06/2000,2,0,95,5.4,,15,74,88,
351,1,24/06/2000,1,,165,,6.2,19,383,4,2.433.333
352,1,24/06/2000,2,0,165,11.8,,19,383,4,
353,1,25/06/2000,1,,125,,7.9,54,239,96,3.633.333
354,1,25/06/2000,2,0,125,15.1,,54,239,96,
355,1,26/06/2000,1,,48,,1,19,105,139,2.1
356,1,26/06/2000,2,0,48,11.3,,19,105,139,
357,1,27/06/2000,1,,89,,7.8,9,202,110,2.3
358,1,27/06/2000,2,0.5,89,13.4,,9,202,110,
359,1,28/06/2000,1,,160,,1.3,15,397,81,1.2
360,1,28/06/2000,2,0,160,16,,15,397,81,
361,1,29/06/2000,1,,95,,0,33,179,174,3.533.333
362,1,29/06/2000,2,0.7,95,14.2,,33,179,174,
363,1,30/06/2000,1,,55,,3.2,3,109,135,0.7
364,1,30/06/2000,2,35.1,55,12.8,,3,109,135,
365,1,1/7/2000,1,,128,,6.7,10,218,119,0.266667
366,1,1/7/2000,2,0,128,10,,10,218,119,
367,1,2/7/2000,1,,145,,1.4,24,206,128,2.366.667
368,1,2/7/2000,2,0.7,145,10.8,,24,206,128,
369,1,3/7/2000,1,,21,,4.1,13,714,117,1.5
370,1,3/7/2000,2,38.6,21,7,,13,714,117,
371,1,4/7/2000,1,,75,,8,14,20,93,0.666667
372,1,4/7/2000,2,0,75,4.2,,14,20,93,
373,1,5/7/2000,1,,119,,7.4,11,139,115,0.633333
374,1,5/7/2000,2,0,119,6.4,,11,139,115,
375,1,6/7/2000,1,,146,,6.5,11,292,126,0.9
376,1,6/7/2000,2,0,146,13.8,,11,292,126,
377,1,7/7/2000,1,,146,,7.4,19,325,74,1.2
378,1,7/7/2000,2,0,146,13.8,,19,325,74,
379,1,8/7/2000,1,,158,,6.3,23,400,80,1.233.333
380,1,8/7/2000,2,0,158,15.1,,23,400,80,
381,1,9/7/2000,1,,101,,0.1,25,301,179,0.6
382,1,9/7/2000,2,21.4,101,17,,25,301,179,
383,1,10/7/2000,1,,72,,0,2,223,178,1.6
384,1,10/7/2000,2,23.9,72,16.4,,2,223,178,
385,1,11/7/2000,1,,48,,0.7,14,59,79,5.533.333
386,1,11/7/2000,2,25.2,48,10.4,,14,59,79,
387,1,12/7/2000,1,,4,,1,19,689,89,4
388,1,12/7/2000,2,2.7,4,5.6,,19,689,89,
389,1,13/07/2000,1,,233,,4.3,20,683,36,2.4
390,1,13/07/2000,2,0,233,5.7,,20,683,36,
391,1,14/07/2000,1,,8,,8.1,18,679,87,0.933333
392,1,14/07/2000,2,0.1,8,0,,18,679,87,
393,1,15/07/2000,1,,11,,5.8,14,691,72,3
394,1,15/07/2000,2,0,11,2.8,,14,691,72,
395,1,16/07/2000,1,,233,,6.5,23,682,80,4.966.667
396,1,16/07/2000,2,0,233,5,,23,682,80,
397,1,17/07/2000,1,,1,,4.8,21,680,90,1.733.333
398,1,17/07/2000,2,0,1,5.2,,21,680,90,
399,1,18/07/2000,1,,26,,7.4,13,689,65,1.2
400,1,18/07/2000,2,0,26,1.3,,13,689,65,
401,1,19/07/2000,1,,4,,8.6,19,686,20,3.666.667
402,1,19/07/2000,2,0,4,3.4,,19,686,20,
403,1,20/07/2000,1,,24,,8.7,31,704,53,1.766.667
404,1,20/07/2000,2,0,24,6.7,,31,704,53,
405,1,21/07/2000,1,,75,,8.5,27,5,64,1.033.333
406,1,21/07/2000,2,0,75,2.8,,27,5,64,
407,1,22/07/2000,1,,27,,1.7,28,20,156,0
408,1,22/07/2000,2,10.2,27,8.8,,28,20,156,
409,1,23/07/2000,1,,3,,8.8,13,685,67,2.7
410,1,23/07/2000,2,0.2,3,4.8,,13,685,67,
411,1,24/07/2000,1,,31,,8.6,20,690,93,1.966.667
412,1,24/07/2000,2,0,31,2.7,,20,690,93,
413,1,25/07/2000,1,,55,,8,23,722,103,0.433333
414,1,25/07/2000,2,0,55,3.5,,23,722,103,
415,1,26/07/2000,1,,37,,8.6,15,712,94,0.7
416,1,26/07/2000,2,0,37,6,,15,712,94,
417,1,27/07/2000,1,,64,,8.6,22,7,97,1.2
418,1,27/07/2000,2,0,64,4.5,,22,7,97,
419,1,28/07/2000,1,,85,,8.2,25,15,114,1.3
420,1,28/07/2000,2,0,85,4.9,,25,15,114,
421,1,29/07/2000,1,,22,,1.1,18,719,145,1.066.667
422,1,29/07/2000,2,0,22,7.4,,18,719,145,
423,1,30/07/2000,1,,31,,0.3,2,19,156,1.133.333
424,1,30/07/2000,2,0,31,9.2,,2,19,156,
425,1,31/07/2000,1,,55,,1.9,5,82,161,1
426,1,31/07/2000,2,0.1,55,9.6,,5,82,161,
427,1,1/8/2000,1,,109,,6,6,173,123,0.433333
428,1,1/8/2000,2,0,109,11.4,,6,173,123,
429,1,2/8/2000,1,,117,,7.4,14,184,116,1.366.667
430,1,2/8/2000,2,0,117,12.7,,14,184,116,
431,1,3/8/2000,1,,37,,5,17,12,74,2.733.333
432,1,3/8/2000,2,0,37,8.7,,17,12,74,
433,1,4/8/2000,1,,24,,7.9,17,693,98,1.866.667
434,1,4/8/2000,2,0,24,2.5,,17,693,98,
435,1,5/8/2000,1,,76,,8.6,15,25,78,0.933333
436,1,5/8/2000,2,0,76,4.7,,15,25,78,
437,1,6/8/2000,1,,98,,8.7,19,71,81,0.766667
438,1,6/8/2000,2,0,98,5.7,,19,71,81,
439,1,7/8/2000,1,,126,,8.6,23,177,73,1.1
440,1,7/8/2000,2,0,126,8,,23,177,73,
441,1,8/8/2000,1,,145,,8.4,23,312,57,1.133.333
442,1,8/8/2000,2,0,145,11.7,,23,312,57,
443,1,9/8/2000,1,,87,,0,30,82,143,1.233.333
444,1,9/8/2000,2,7.8,87,11.2,,30,82,143,
445,1,10/8/2000,1,,8,,1.4,9,705,81,1.266.667
446,1,10/8/2000,2,1.4,8,7.2,,9,705,81,
447,1,11/8/2000,1,,13,,8.1,17,697,61,2.8
448,1,11/8/2000,2,0,13,5.2,,17,697,61,
449,1,12/8/2000,1,,18,,3.4,17,699,114,1.5
450,1,12/8/2000,2,0,18,4,,17,699,114,
451,1,13/08/2000,1,,72,,4,10,67,90,1.1
452,1,13/08/2000,2,0,72,7.4,,10,67,90,
453,1,14/08/2000,1,,62,,0.8,20,122,159,0.866667
454,1,14/08/2000,2,0,62,10,,20,122,159,
455,1,15/08/2000,1,,62,,3.5,4,103,136,2.2
456,1,15/08/2000,2,16.4,62,11.6,,4,103,136,
