,Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao.Piche,Temp.Comp.Media,Umidade.Relativa.Media,Velocidade.do.Vento.Media
1377,1,23/07/2002,2,,95,10.8,,3,146,96,
1378,1,24/07/2002,1,,162,,7.7,3,373,77,0.733333
1379,1,24/07/2002,2,0,162,15,,3,373,77,
1380,1,25/07/2002,1,,97,,0,3,137,150,2.5
1381,1,25/07/2002,2,9.4,97,13.6,,3,137,150,
1382,1,26/07/2002,1,,17,,0,3,68,166,3.033.333
1383,1,26/07/2002,2,16.8,17,11.3,,3,68,166,
1384,1,27/07/2002,1,,51,,1.8,3,125,123,4
1385,1,27/07/2002,2,81.3,51,13.2,,3,125,123,
1386,1,28/07/2002,1,,41,,8.5,3,8,98,1.266.667
1387,1,28/07/2002,2,0.7,41,7.6,,3,8,98,
1388,1,29/07/2002,1,,66,,8.5,3,19,105,1.833.333
1389,1,29/07/2002,2,0,66,4.3,,3,19,105,
1390,1,30/07/2002,1,,51,,1.1,3,66,156,0.6
1391,1,30/07/2002,2,0,51,8.6,,3,66,156,
1392,1,31/07/2002,1,,27,,1.2,3,113,156,1.5
1393,1,31/07/2002,2,7.8,27,13,,3,113,156,
1394,1,1/8/2002,1,,27,,,3,113,156,154.332
1395,1,1/8/2002,2,0,27,10.3,,3,113,156,
1396,1,2/8/2002,1,,10,,0,3,18,166,154.332
1397,1,2/8/2002,2,0,10,7.8,,3,18,166,
1398,1,3/8/2002,1,,49,,2.9,3,80,158,120.036
1399,1,3/8/2002,2,32,49,10.6,,3,80,158,
1400,1,4/8/2002,1,,35,,0,3,96,154,0.34296
1401,1,4/8/2002,2,0.7,35,12.6,,3,96,154,
1402,1,5/8/2002,1,,51,,2.5,3,66,167,0.8574
1403,1,5/8/2002,2,0,51,10.3,,3,66,167,
1404,1,6/8/2002,1,,44,,0.3,3,91,131,137.184
1405,1,6/8/2002,2,0,44,11,,3,91,131,
1406,1,7/8/2002,1,,87,,2.4,3,185,144,154.332
1407,1,7/8/2002,2,0,87,12.2,,3,185,144,
1408,1,8/8/2002,1,,85,,1.6,3,215,175,102.888
1409,1,8/8/2002,2,0,85,14,,3,215,175,
1410,1,9/8/2002,1,,68,,5,3,200,103,565.884
1411,1,9/8/2002,2,34,68,17,,3,200,103,
1412,1,10/8/2002,1,,74,,8.7,3,80,93,120.036
1413,1,10/8/2002,2,8,74,9,,3,80,93,
1414,1,11/8/2002,1,,99,,8.4,3,113,117,0.8574
1415,1,11/8/2002,2,0,99,7.8,,3,113,117,
1416,1,12/8/2002,1,,99,,8.2,3,173,130,154.332
1417,1,12/8/2002,2,0,99,12,,3,173,130,
1418,1,13/08/2002,1,,33,,0,3,133,178,137.184
1419,1,13/08/2002,2,2,33,14.2,,3,133,178,
1420,1,14/08/2002,1,,43,,8.1,3,51,100,102.888
1421,1,14/08/2002,2,17,43,11.3,,3,51,100,
1422,1,15/08/2002,1,,73,,6,3,99,128,25.722
1423,1,15/08/2002,2,0,73,8.8,,3,99,128,
1424,1,16/08/2002,1,,142,,8.5,3,280,137,154.332
1425,1,16/08/2002,2,0,142,13.8,,3,280,137,
1426,1,17/08/2002,1,,134,,6,3,298,152,137.184
1427,1,17/08/2002,2,0,134,15,,3,298,152,
1428,1,18/08/2002,1,,189,,8.9,3,426,69,17.148
1429,1,18/08/2002,2,0,189,14,,3,426,69,
1430,1,19/08/2002,1,,196,,7.1,3,486,72,102.888
1431,1,19/08/2002,2,0,196,17.2,,3,486,72,
1432,1,20/08/2002,1,,87,,0,3,323,175,0.8574
1433,1,20/08/2002,2,1,87,18.4,,3,323,175,
1434,1,21/08/2002,1,,23,,0,3,84,171,154.332
1435,1,21/08/2002,2,25,23,12.8,,3,84,171,
1436,1,22/08/2002,1,,44,,0,3,142,178,0.34296
1437,1,22/08/2002,2,5,44,12.8,,3,142,178,
1438,1,23/08/2002,1,,57,,0,3,203,175,120.036
1439,1,23/08/2002,2,0.9,57,14.5,,3,203,175,
1440,1,24/08/2002,1,,146,,1.2,3,370,119,0.68592
1441,1,24/08/2002,2,17,146,16.2,,3,370,119,
1442,1,25/08/2002,1,,203,,10,3,527,99,102.888
1443,1,25/08/2002,2,0,203,17.7,,3,527,99,
1444,1,26/08/2002,1,,184,,9.8,3,525,49,17.148
1445,1,26/08/2002,2,0,184,18.1,,3,525,49,
1446,1,27/08/2002,1,,152,,10,3,423,91,17.148
1447,1,27/08/2002,2,0,152,16,,3,423,91,
1448,1,28/08/2002,1,,187,,9.9,3,507,31,154.332
1449,1,28/08/2002,2,0,187,15.8,,3,507,31,
1450,1,29/08/2002,1,,119,,2.4,3,328,119,34.296
1451,1,29/08/2002,2,3,119,19.3,,3,328,119,
1452,1,30/08/2002,1,,51,,10.4,3,111,42,308.664
1453,1,30/08/2002,2,9,51,12.2,,3,111,42,
1454,1,31/08/2002,1,,27,,8.4,3,32,38,377.256
1455,1,31/08/2002,2,0,27,9.3,,3,32,38,
1456,1,1/9/2002,1,,2,,3.8,38,700,88,4.133.333
1457,1,1/9/2002,2,0,2,6.6,,38,700,88,
1458,1,2/9/2002,1,,17,,8.3,38,706,62,3.2
1459,1,2/9/2002,2,1.2,17,5.8,,38,706,62,
1460,1,3/9/2002,1,,62,,9.6,24,47,78,2.133.333
1461,1,3/9/2002,2,0,62,6,,24,47,78,
1462,1,4/9/2002,1,,77,,10.1,38,96,77,2.9
1463,1,4/9/2002,2,0,77,7,,38,96,77,
1464,1,5/9/2002,1,,156,,9.1,17,266,58,0.9
1465,1,5/9/2002,2,0,156,9.2,,17,266,58,
1466,1,6/9/2002,1,,76,,0,40,164,168,2.566.667
1467,1,6/9/2002,2,3.5,76,13,,40,164,168,
1468,1,7/9/2002,1,,53,,7,9,63,63,2.6
1469,1,7/9/2002,2,19.2,53,10,,9,63,63,
1470,1,8/9/2002,1,,53,,9.9,22,43,88,1.866.667
1471,1,8/9/2002,2,0,53,7,,22,43,88,
1472,1,9/9/2002,1,,95,,9.6,25,168,99,2.2
1473,1,9/9/2002,2,0,95,8.8,,25,168,99,
1474,1,10/9/2002,1,,121,,8,21,278,123,2.266.667
1475,1,10/9/2002,2,0,121,14.3,,21,278,123,
1476,1,11/9/2002,1,,69,,0,23,265,168,1.3
1477,1,11/9/2002,2,25.4,69,17.4,,23,265,168,
1478,1,12/9/2002,1,,80,,0,11,211,143,1.466.667
1479,1,12/9/2002,2,20.8,80,15.5,,11,211,143,
1480,1,13/09/2002,1,,89,,9.5,9,160,83,1.033.333
1481,1,13/09/2002,2,0,89,11,,9,160,83,
1482,1,14/09/2002,1,,76,,10.2,25,144,70,0.966667
1483,1,14/09/2002,2,0,76,13.2,,25,144,70,
1484,1,15/09/2002,1,,59,,4.9,23,90,107,2.233.333
1485,1,15/09/2002,2,0,59,9,,23,90,107,
1486,1,16/09/2002,1,,101,,0,17,241,120,1.233.333
1487,1,16/09/2002,2,0,101,12.5,,17,241,120,
1488,1,17/09/2002,1,,78,,0,16,287,150,1.066.667
1489,1,17/09/2002,2,8.3,78,16.8,,16,287,150,
1490,1,18/09/2002,1,,113,,0,11,341,135,1.766.667
1491,1,18/09/2002,2,0.1,113,16,,11,341,135,
1492,1,19/09/2002,1,,93,,0,16,331,142,0.633333
1493,1,19/09/2002,2,25.2,93,19,,16,331,142,
1494,1,20/09/2002,1,,66,,2.9,14,70,88,1.533.333
1495,1,20/09/2002,2,36.2,66,10.8,,14,70,88,
1496,1,21/09/2002,1,,52,,5.6,19,65,76,1.366.667
1497,1,21/09/2002,2,0,52,8.2,,19,65,76,
1498,1,22/09/2002,1,,88,,9.8,24,121,55,0.933333
1499,1,22/09/2002,2,0,88,7.4,,24,121,55,
1500,1,23/09/2002,1,,82,,9.4,29,148,77,1.833.333
1501,1,23/09/2002,2,0,82,11,,29,148,77,
1502,1,24/09/2002,1,,73,,10.6,21,86,49,1.033.333
1503,1,24/09/2002,2,0,73,8.8,,21,86,49,
1504,1,25/09/2002,1,,123,,10.4,32,189,72,0.766667
1505,1,25/09/2002,2,0,123,8.8,,32,189,72,
1506,1,26/09/2002,1,,138,,9.8,25,278,106,1.5
1507,1,26/09/2002,2,0,138,11.6,,25,278,106,
1508,1,27/09/2002,1,,138,,6.7,25,289,117,0.533333
1509,1,27/09/2002,2,0,138,14,,25,289,117,
1510,1,28/09/2002,1,,182,,10.1,23,442,49,0.766667
1511,1,28/09/2002,2,0,182,14.8,,23,442,49,
1512,1,29/09/2002,1,,111,,0.5,44,306,138,1.633.333
1513,1,29/09/2002,2,0,111,17.4,,44,306,138,
1514,1,30/09/2002,1,,57,,0,7,221,173,0.266667
1515,1,30/09/2002,2,27.9,57,16.1,,7,221,173,
1516,1,1/10/2002,1,,113,,8.2,6,307,117,2.066.667
1517,1,1/10/2002,2,3.7,113,17,,6,307,117,
1518,1,2/10/2002,1,,158,,10.5,21,420,52,3.633.333
1519,1,2/10/2002,2,0,158,15.2,,21,420,52,
1520,1,3/10/2002,1,,143,,4,32,395,113,2.733.333
1521,1,3/10/2002,2,53.5,143,18.5,,32,395,113,
1522,1,4/10/2002,1,,130,,3.2,19,381,137,1.733.333
1523,1,4/10/2002,2,0,130,17,,19,381,137,
1524,1,5/10/2002,1,,103,,0,5,356,172,0.833333
1525,1,5/10/2002,2,0,103,19,,5,356,172,
1526,1,6/10/2002,1,,105,,9.4,14,493,92,1.333.333
1527,1,6/10/2002,2,3.3,105,18.4,,14,493,92,
1528,1,7/10/2002,1,,148,,0.1,36,403,158,1.533.333
1529,1,7/10/2002,2,0,148,19.2,,36,403,158,
1530,1,8/10/2002,1,,83,,0,7,343,178,1.866.667
1531,1,8/10/2002,2,31.1,83,18.9,,7,343,178,
1532,1,9/10/2002,1,,138,,0.3,4,467,127,1.866.667
1533,1,9/10/2002,2,5,138,19.2,,4,467,127,
1534,1,10/10/2002,1,,108,,0,16,393,157,2.233.333
1535,1,10/10/2002,2,0.7,108,19.8,,16,393,157,
1536,1,11/10/2002,1,,121,,0.1,8,413,159,0.833333
1537,1,11/10/2002,2,2.8,121,19.8,,8,413,159,
1538,1,12/10/2002,1,,152,,8.7,6,453,80,1
1539,1,12/10/2002,2,8.1,152,18,,6,453,80,
1540,1,13/10/2002,1,,198,,9.8,22,540,92,1.566.667
1541,1,13/10/2002,2,0,198,18.2,,22,540,92,
1542,1,14/10/2002,1,,168,,1.3,41,581,95,0.333333
1543,1,14/10/2002,2,0,168,21.6,,41,581,95,
1544,1,15/10/2002,1,,197,,10.6,17,632,67,1.366.667
1545,1,15/10/2002,2,0,197,21.8,,17,632,67,
1546,1,16/10/2002,1,,149,,2.1,34,399,125,1.4
1547,1,16/10/2002,2,0,149,17.6,,34,399,125,
1548,1,17/10/2002,1,,105,,9,23,293,56,3.766.667
1549,1,17/10/2002,2,7,105,17,,23,293,56,
1550,1,18/10/2002,1,,142,,10.9,38,378,56,3.1
1551,1,18/10/2002,2,0,142,13.7,,38,378,56,
1552,1,19/10/2002,1,,106,,0.2,38,393,154,0.666667
1553,1,19/10/2002,2,0,106,19,,38,393,154,
1554,1,20/10/2002,1,,163,,2.8,5,451,149,1.366.667
1555,1,20/10/2002,2,12.6,163,19.9,,5,451,149,
1556,1,21/10/2002,1,,101,,0,21,242,87,3.766.667
1557,1,21/10/2002,2,17.6,101,14.2,,21,242,87,
1558,1,22/10/2002,1,,64,,11.7,25,91,58,2.2
1559,1,22/10/2002,2,2.2,64,10,,25,91,58,
1560,1,23/10/2002,1,,117,,10.6,33,218,55,3.1
1561,1,23/10/2002,2,0,117,8.8,,33,218,55,
1562,1,24/10/2002,1,,57,,0,31,231,173,1
1563,1,24/10/2002,2,2.7,57,15.2,,31,231,173,
1564,1,25/10/2002,1,,119,,0.5,3,371,153,1.533.333
1565,1,25/10/2002,2,14.5,119,18.3,,3,371,153,
1566,1,26/10/2002,1,,163,,11,10,442,109,1.7
1567,1,26/10/2002,2,0,163,17.2,,10,442,109,
1568,1,27/10/2002,1,,125,,0,24,425,145,0.833333
1569,1,27/10/2002,2,0,125,19,,24,425,145,
1570,1,28/10/2002,1,,177,,8.2,11,548,70,1.333.333
1571,1,28/10/2002,2,0,177,20.2,,11,548,70,
1572,1,29/10/2002,1,,121,,0,50,358,127,2.733.333
1573,1,29/10/2002,2,0,121,18.4,,50,358,127,
1574,1,30/10/2002,1,,99,,0.8,16,299,77,3.266.667
1575,1,30/10/2002,2,0.6,99,16.7,,16,299,77,
1576,1,31/10/2002,1,,57,,0,27,162,172,2.033.333
1577,1,31/10/2002,2,12.2,57,14.8,,27,162,172,
1578,1,1/11/2002,1,,128,,8.4,27,329,106,360.108
1579,1,1/11/2002,2,26,128,14.6,,27,329,106,
1580,1,2/11/2002,1,,165,,11.5,27,457,84,154.332
1581,1,2/11/2002,2,0,165,17.5,,27,457,84,
1582,1,3/11/2002,1,,203,,7.9,27,448,94,137.184
1583,1,3/11/2002,2,0,203,17.8,,27,448,94,
1584,1,4/11/2002,1,,76,,0,27,266,130,565.884
1585,1,4/11/2002,2,15,76,17.4,,27,266,130,
1586,1,5/11/2002,1,,97,,7,27,250,68,291.516
1587,1,5/11/2002,2,3.6,97,15,,27,250,68,
1588,1,6/11/2002,1,,105,,9.9,27,269,71,4.287
1589,1,6/11/2002,2,0,105,13.3,,27,269,71,
1590,1,7/11/2002,1,,125,,11.5,27,324,54,394.404
1591,1,7/11/2002,2,0,125,14.7,,27,324,54,
1592,1,8/11/2002,1,,139,,11.5,27,357,59,137.184
1593,1,8/11/2002,2,0,139,15.6,,27,357,59,
1594,1,9/11/2002,1,,77,,0,27,329,107,137.184
1595,1,9/11/2002,2,0,77,17.2,,27,329,107,
1596,1,10/11/2002,1,,98,,4.4,27,316,96,325.812
1597,1,10/11/2002,2,21,98,18.4,,27,316,96,
1598,1,11/11/2002,1,,129,,11.5,27,377,1,488.718
1599,1,11/11/2002,2,0.6,129,16,,27,377,1,
1600,1,12/11/2002,1,,142,,11.7,27,344,22,222.924
1601,1,12/11/2002,2,0,142,13.5,,27,344,22,
1602,1,13/11/2002,1,,185,,11.8,27,461,40,17.148
1603,1,13/11/2002,2,0,185,15.6,,27,461,40,
1604,1,14/11/2002,1,,186,,10.1,27,572,45,137.184
1605,1,14/11/2002,2,0,186,17.4,,27,572,45,
1606,1,15/11/2002,1,,182,,6.3,27,556,67,137.184
1607,1,15/11/2002,2,0,182,21.2,,27,556,67,
1608,1,16/11/2002,1,,193,,8.3,27,559,83,137.184
1609,1,16/11/2002,2,0,193,20,,27,559,83,
1610,1,17/11/2002,1,,199,,7.7,27,591,75,120.036
1611,1,17/11/2002,2,0,199,19.8,,27,591,75,
1612,1,18/11/2002,1,,132,,0.8,27,511,147,120.036
1613,1,18/11/2002,2,15,132,21.6,,27,511,147,
1614,1,19/11/2002,1,,161,,,27,484,102,325.812
1615,1,19/11/2002,2,0.2,161,19.4,,27,484,102,
1616,1,20/11/2002,1,,101,,0,27,403,179,154.332
1617,1,20/11/2002,2,5.9,101,21.4,,27,403,179,
1618,1,21/11/2002,1,,121,,2,27,377,110,17.148
1619,1,21/11/2002,2,15,121,19.2,,27,377,110,
1620,1,22/11/2002,1,,124,,10.7,27,361,81,411.552
1621,1,22/11/2002,2,0,124,16.4,,27,361,81,
1622,1,23/11/2002,1,,186,,10.9,27,532,62,154.332
1623,1,23/11/2002,2,0,186,17.2,,27,532,62,
1624,1,24/11/2002,1,,215,,6.3,27,637,66,120.036
1625,1,24/11/2002,2,0,215,20.6,,27,637,66,
1626,1,25/11/2002,1,,182,,0,27,628,99,120.036
1627,1,25/11/2002,2,0,182,23.6,,27,628,99,
1628,1,26/11/2002,1,,161,,10,27,592,65,565.884
1629,1,26/11/2002,2,1,161,23.2,,27,592,65,
1630,1,27/11/2002,1,,126,,1.8,27,460,153,102.888
1631,1,27/11/2002,2,0,126,20,,27,460,153,
1632,1,28/11/2002,1,,107,,0,27,401,167,205.776
1633,1,28/11/2002,2,6.8,107,20,,27,401,167,
1634,1,29/11/2002,1,,124,,0,27,437,153,222.924
1635,1,29/11/2002,2,2.9,124,20.1,,27,437,153,
1636,1,30/11/2002,1,,181,,8.7,27,579,116,188.628
1637,1,30/11/2002,2,1.7,181,21,,27,579,116,
1638,1,1/12/2002,1,*&(,115,,0,27,423,175,137.184
1639,1,1/12/2002,2,14.8,115,20.6,,27,423,175,
1640,1,2/12/2002,1,,117,,0.6,27,371,124,205.776
1641,1,2/12/2002,2,31.3,117,19.4,,27,371,124,
1642,1,3/12/2002,1,,164,,10.7,27,477,93,291.516
1643,1,3/12/2002,2,0,164,17.4,,27,477,93,
1644,1,4/12/2002,1,,145,,0,27,490,144,25.722
1645,1,4/12/2002,2,0,145,20.8,,27,490,144,
1646,1,5/12/2002,1,,183,,0.9,27,616,135,0.68592
1647,1,5/12/2002,2,9.4,183,22,,27,616,135,
1648,1,6/12/2002,1,,159,,2.3,27,542,122,137.184
1649,1,6/12/2002,2,36.7,159,21.4,,27,542,122,
1650,1,7/12/2002,1,,137,,2.2,27,478,127,240.072
1651,1,7/12/2002,2,0.4,137,22.1,,27,478,127,
1652,1,8/12/2002,1,,113,,7.8,27,366,63,308.664
1653,1,8/12/2002,2,2.4,113,17.6,,27,366,63,
1654,1,9/12/2002,1,,136,,9.5,27,420,71,291.516
1655,1,9/12/2002,2,0,136,17.8,,27,420,71,
1656,1,10/12/2002,1,,158,,5.8,27,467,77,25.722
1657,1,10/12/2002,2,0,158,19,,27,467,77,
1658,1,11/12/2002,1,,134,,1,27,485,122,120.036
1659,1,11/12/2002,2,1.7,134,21,,27,485,122,
1660,1,12/12/2002,1,,179,,9.6,27,540,83,205.776
1661,1,12/12/2002,2,0.2,179,19.2,,27,540,83,
1662,1,13/12/2002,1,,182,,6.4,27,555,88,102.888
1663,1,13/12/2002,2,0,182,20,,27,555,88,
1664,1,14/12/2002,1,,179,,8.5,27,567,106,308.664
1665,1,14/12/2002,2,0,179,21.2,,27,567,106,
1666,1,15/12/2002,1,,182,,7.2,27,601,112,0.8574
1667,1,15/12/2002,2,0,182,22,,27,601,112,
1668,1,16/12/2002,1,,203,,8.5,27,618,55,188.628
1669,1,16/12/2002,2,0,203,21.8,,27,618,55,
1670,1,17/12/2002,1,,159,,10.4,27,508,75,240.072
1671,1,17/12/2002,2,0,159,20.4,,27,508,75,
1672,1,18/12/2002,1,,158,,10.8,27,400,30,205.776
1673,1,18/12/2002,2,0,158,15.2,,27,400,30,
1674,1,19/12/2002,1,,198,,5.4,27,512,92,120.036
1675,1,19/12/2002,2,0,198,17.8,,27,512,92,
1676,1,20/12/2002,1,,119,,0,27,432,121,120.036
1677,1,20/12/2002,2,16,119,21.4,,27,432,121,
1678,1,21/12/2002,1,,128,,3.4,27,438,113,240.072
1679,1,21/12/2002,2,0.2,128,20.8,,27,438,113,
1680,1,22/12/2002,1,,190,,8.1,27,618,80,222.924
1681,1,22/12/2002,2,0,190,20,,27,618,80,
1682,1,23/12/2002,1,,142,,0,27,452,172,377.256
1683,1,23/12/2002,2,6.2,142,21.9,,27,452,172,
1684,1,24/12/2002,1,,94,,0,27,294,115,25.722
1685,1,24/12/2002,2,16.7,94,18.2,,27,294,115,
1686,1,25/12/2002,1,,138,,9.6,27,370,77,188.628
1687,1,25/12/2002,2,1.2,138,14.7,,27,370,77,
1688,1,26/12/2002,1,,182,,10.8,27,448,50,188.628
1689,1,26/12/2002,2,0,182,15.2,,27,448,50,
1690,1,27/12/2002,1,,207,,10.9,27,596,26,102.888
1691,1,27/12/2002,2,0,207,17.8,,27,596,26,
1692,1,28/12/2002,1,,210,,9.7,27,626,39,102.888
1693,1,28/12/2002,2,0,210,18.5,,27,626,39,
1694,1,29/12/2002,1,,212,,7.5,27,636,67,0.8574
1695,1,29/12/2002,2,0,212,21,,27,636,67,
1696,1,30/12/2002,1,,206,,3.6,27,619,107,102.888
1697,1,30/12/2002,2,0,206,23.4,,27,619,107,
1698,1,31/12/2002,1,,167,,1,27,617,121,120.036
1699,1,31/12/2002,2,0,167,24,,27,617,121,
1700,1,1/1/2003,1,,167,,4.5,27,579,101,222.924
1701,1,1/1/2003,2,0,167,22.6,,27,579,101,
1702,1,2/1/2003,1,,170,,8.2,27,514,90,205.776
1703,1,2/1/2003,2,0,170,21.4,,27,514,90,
1704,1,3/1/2003,1,,167,,6.2,27,510,132,205.776
1705,1,3/1/2003,2,0,167,20.4,,27,510,132,
1706,1,4/1/2003,1,,175,,2.8,27,589,109,102.888
1707,1,4/1/2003,2,10.4,175,21.9,,27,589,109,
1708,1,5/1/2003,1,,186,,10.1,27,614,73,188.628
1709,1,5/1/2003,2,0,186,21.8,,27,614,73,
1710,1,6/1/2003,1,,170,,10.4,27,559,63,120.036
1711,1,6/1/2003,2,0,170,21.6,,27,559,63,
1712,1,7/1/2003,1,,186,,11.2,27,513,63,120.036
1713,1,7/1/2003,2,0,186,18,,27,513,63,
1714,1,8/1/2003,1,,198,,11.2,27,560,78,205.776
1715,1,8/1/2003,2,0,198,18.1,,27,560,78,
1716,1,9/1/2003,1,,209,,7.2,27,632,85,154.332
1717,1,9/1/2003,2,0,209,22,,27,632,85,
1718,1,10/1/2003,1,,130,,0.1,27,493,139,0.34296
1719,1,10/1/2003,2,0.7,130,22.6,,27,493,139,
1720,1,11/1/2003,1,,179,,8.7,27,540,80,0.8574
1721,1,11/1/2003,2,13.4,179,19,,27,540,80,
1722,1,12/1/2003,1,,169,,8.9,27,536,75,102.888
1723,1,12/1/2003,2,0,169,19.8,,27,536,75,
1724,1,13/01/2003,1,,182,,9.7,27,578,52,25.722
1725,1,13/01/2003,2,0,182,20.4,,27,578,52,
1726,1,14/01/2003,1,,194,,11,27,608,57,188.628
1727,1,14/01/2003,2,0,194,21,,27,608,57,
1728,1,15/01/2003,1,,196,,11.5,27,604,44,222.924
1729,1,15/01/2003,2,0,196,21.2,,27,604,44,
1730,1,16/01/2003,1,,210,,10.6,27,652,54,222.924
1731,1,16/01/2003,2,0,210,21.6,,27,652,54,
1732,1,17/01/2003,1,,210,,10.6,27,653,56,17.148
1733,1,17/01/2003,2,0,210,21.8,,27,653,56,
1734,1,18/01/2003,1,,170,,9.5,27,583,84,274.368
1735,1,18/01/2003,2,0,170,23.4,,27,583,84,
1736,1,19/01/2003,1,,191,,10.5,27,585,70,17.148
1737,1,19/01/2003,2,0,191,20,,27,585,70,
1738,1,20/01/2003,1,,159,,3.7,27,534,100,188.628
1739,1,20/01/2003,2,27.6,159,20.8,,27,534,100,
1740,1,21/01/2003,1,,179,,10.6,27,562,90,154.332
1741,1,21/01/2003,2,0.5,179,20.8,,27,562,90,
1742,1,22/01/2003,1,,192,,8,27,599,87,205.776
1743,1,22/01/2003,2,0,192,22,,27,599,87,
1744,1,23/01/2003,1,,125,,1.4,27,466,118,205.776
1745,1,23/01/2003,2,74.1,125,22,,27,466,118,
1746,1,24/01/2003,1,,136,,11,27,428,5,17.148
1747,1,24/01/2003,2,4.1,136,18.8,,27,428,5,
1748,1,25/01/2003,1,,175,,9.8,27,474,57,137.184
1749,1,25/01/2003,2,0,175,16.3,,27,474,57,
1750,1,26/01/2003,1,,182,,6.8,27,546,83,291.516
1751,1,26/01/2003,2,0,182,19.6,,27,546,83,
1752,1,27/01/2003,1,,175,,8.6,27,554,88,222.924
1753,1,27/01/2003,2,0,175,21.6,,27,554,88,
1754,1,28/01/2003,1,,177,,11.4,27,545,68,120.036
1755,1,28/01/2003,2,0,177,19.8,,27,545,68,
1756,1,29/01/2003,1,,179,,11.3,27,543,81,325.812
1757,1,29/01/2003,2,0,179,19.7,,27,543,81,
1758,1,30/01/2003,1,,217,,11.2,27,645,35,0.34296
1759,1,30/01/2003,2,0,217,19.4,,27,645,35,
1760,1,31/01/2003,1,,226,,11.3,27,675,18,154.332
1761,1,31/01/2003,2,0,226,23,,27,675,18,
1762,1,1/2/2003,1,,230,,10.2,27,659,77,188.628
1763,1,1/2/2003,2,0,230,24,,27,659,77,
1764,1,2/2/2003,1,,219,,10.9,27,654,71,188.628
1765,1,2/2/2003,2,37,219,23,,27,654,71,
1766,1,3/2/2003,1,,217,,7.1,27,671,72,274.368
1767,1,3/2/2003,2,0.7,217,24.4,,27,671,72,
1768,1,4/2/2003,1,,231,,8.8,27,673,50,120.036
1769,1,4/2/2003,2,0,231,24.8,,27,673,50,
1770,1,5/2/2003,1,,221,,7.5,27,672,48,188.628
1771,1,5/2/2003,2,1,221,24.9,,27,672,48,
1772,1,6/2/2003,1,,201,,5.8,27,657,103,205.776
1773,1,6/2/2003,2,0,201,24.6,,27,657,103,
1774,1,7/2/2003,1,,212,,6.9,27,656,117,137.184
1775,1,7/2/2003,2,5.6,212,25.6,,27,656,117,
1776,1,8/2/2003,1,,182,,5.1,27,603,148,120.036
1777,1,8/2/2003,2,27,182,24.1,,27,603,148,
1778,1,9/2/2003,1,,175,,0.9,27,574,165,0.8574
1779,1,9/2/2003,2,13.1,175,23.6,,27,574,165,
1780,1,10/2/2003,1,,180,,5.4,27,601,125,0.8574
1781,1,10/2/2003,2,17.1,180,22.8,,27,601,125,
1782,1,11/2/2003,1,,172,,4.9,27,633,89,137.184
1783,1,11/2/2003,2,0,172,23.6,,27,633,89,
1784,1,12/2/2003,1,,184,,6.1,27,635,67,274.368
1785,1,12/2/2003,2,0,184,24.6,,27,635,67,
1786,1,13/02/2003,1,,171,,6.9,27,532,95,17.148
1787,1,13/02/2003,2,0.6,171,21.6,,27,532,95,
1788,1,14/02/2003,1,,156,,6.5,27,494,91,102.888
1789,1,14/02/2003,2,0,156,19.3,,27,494,91,
1790,1,15/02/2003,1,,191,,11.3,27,579,50,120.036
1791,1,15/02/2003,2,0,191,18.5,,27,579,50,
1792,1,16/02/2003,1,,162,,3.2,27,559,127,120.036
1793,1,16/02/2003,2,0,162,22.3,,27,559,127,
1794,1,17/02/2003,1,,146,,9.5,27,463,36,25.722
1795,1,17/02/2003,2,16.1,146,18.9,,27,463,36,
1796,1,18/02/2003,1,,163,,11.7,27,482,21,205.776
1797,1,18/02/2003,2,0,163,18,,27,482,21,
1798,1,19/02/2003,1,,145,,3.2,27,468,151,205.776
1799,1,19/02/2003,2,0,145,18.1,,27,468,151,
1800,1,20/02/2003,1,,101,,0,27,371,162,17.148
1801,1,20/02/2003,2,66,101,20.6,,27,371,162,
1802,1,21/02/2003,1,,131,,3.6,27,383,65,0.68592
1803,1,21/02/2003,2,0.3,131,18.9,,27,383,65,
1804,1,22/02/2003,1,,119,,2.3,27,400,86,137.184
1805,1,22/02/2003,2,0,119,16.4,,27,400,86,
1806,1,23/02/2003,1,,188,,7.9,27,572,124,102.888
1807,1,23/02/2003,2,0,188,20,,27,572,124,
1808,1,24/02/2003,1,,180,,3.2,27,575,146,0.51444
1809,1,24/02/2003,2,3.4,180,23,,27,575,146,
1810,1,25/02/2003,1,,187,,7.2,27,627,119,205.776
1811,1,25/02/2003,2,6,187,22.6,,27,627,119,
1812,1,26/02/2003,1,,203,,11.2,27,633,83,188.628
1813,1,26/02/2003,2,5.2,203,22.1,,27,633,83,
1814,1,27/02/2003,1,,222,,11.4,27,670,83,0.34296
1815,1,27/02/2003,2,0,222,22,,27,670,83,
1816,1,28/02/2003,1,,201,,10,27,657,88,17.148
1817,1,28/02/2003,2,0,201,23.6,,27,657,88,
1818,1,1/3/2003,1,,214,,8.4,27,597,136,102.888
1819,1,1/3/2003,2,11.6,214,22.3,,27,597,136,
1820,1,2/3/2003,1,,177,,9.2,27,582,125,137.184
1821,1,2/3/2003,2,18,177,22,,27,582,125,
1822,1,3/3/2003,1,,138,,0.1,27,504,149,0.34296
1823,1,3/3/2003,2,10.3,138,19,,27,504,149,
1824,1,4/3/2003,1,,169,,8,27,580,116,240.072
