,paper,conf,year,status
1916,163778,14,2017,rejected
1917,163779,14,2017,accepted
1918,163782,14,2017,accepted
1919,163783,14,2017,accepted
1920,163786,14,2017,accepted
1921,163787,14,2017,accepted
1922,163788,14,2017,accepted
1923,163793,14,2017,accepted
1924,163795,14,2017,accepted
1925,163803,14,2017,accepted
1926,163809,14,2017,accepted
1927,163812,14,2017,accepted
1928,163817,14,2017,rejected
1929,163823,14,2017,accepted
1930,163827,14,2017,accepted
1931,163828,14,2017,accepted
1932,163832,14,2017,accepted
1933,NA,NA,NA,NA
1934,163846,14,2017,accepted
1935,163847,14,2017,rejected
1936,163848,14,2017,accepted
1937,163849,14,2017,accepted
1938,163850,14,2017,rejected
1939,163852,14,2017,accepted
1940,163854,14,2017,accepted
1941,163856,14,2017,accepted
1942,163857,14,2017,accepted
1943,163861,14,2017,rejected
1944,163862,14,2017,rejected
1945,163863,14,2017,accepted
1946,163864,14,2017,accepted
1947,163866,14,2017,accepted
1948,163871,14,2017,accepted
1949,163872,14,2017,accepted
1950,163873,14,2017,accepted
1951,163878,14,2017,accepted
1952,163880,14,2017,accepted
1953,163894,14,2017,rejected
1954,163895,14,2017,rejected
1955,163898,14,2017,accepted
1956,163901,14,2017,rejected
1957,163904,14,2017,accepted
1958,163906,14,2017,accepted
1959,163907,14,2017,rejected
1960,163910,14,2017,accepted
1961,163912,14,2017,accepted
1962,3,1,2,rejected
1963,163915,14,2017,accepted
1964,163916,14,2017,accepted
1965,163917,14,2017,accepted
1966,1,2,4,**
1967,163922,14,2017,rejected
1968,163925,14,2017,accepted
1969,163926,14,2017,accepted
1970,163927,14,2017,accepted
1971,163928,14,2017,rejected
1972,163929,14,2017,accepted
1973,163931,14,2017,rejected
1974,163932,14,2017,accepted
1975,163933,14,2017,accepted
1976,163934,14,2017,accepted
1977,163937,14,2017,accepted
1978,163940,14,2017,rejected
1979,163943,14,2017,rejected
1980,163944,14,2017,accepted
1981,163946,14,2017,accepted
1982,163948,14,2017,accepted
1983,163950,14,2017,rejected
1984,163951,14,2017,accepted
1985,163952,14,2017,accepted
1986,163953,14,2017,accepted
1987,163955,14,2017,accepted
1988,163956,14,2017,accepted
1989,163961,14,2017,accepted
1990,163965,14,2017,accepted
1991,163966,14,2017,accepted
1992,163968,14,2017,accepted
1993,163969,14,2017,accepted
1994,163971,14,2017,accepted
1995,163972,14,2017,rejected
1996,163973,14,2017,rejected
1997,163975,14,2017,accepted
1998,163981,14,2017,accepted
1999,163982,14,2017,accepted
2000,163985,14,2017,accepted
2001,163996,14,2017,rejected
2002,163998,14,2017,accepted
2003,164005,14,2017,rejected
2004,164127,14,2017,rejected
2005,164140,14,2017,rejected
2006,164154,14,2017,accepted
2007,164170,14,2017,rejected
2008,164195,14,2017,accepted
2009,164196,14,2017,accepted
2010,164198,14,2017,accepted
2011,164207,14,2017,rejected
2012,164209,14,2017,accepted
2013,164210,14,2017,accepted
2014,164211,14,2017,accepted
2015,164212,14,2017,accepted
2016,164213,14,2017,accepted
2017,164214,14,2017,rejected
2018,164216,14,2017,rejected
2019,164217,14,2017,accepted
2020,164218,14,2017,accepted
2021,164220,14,2017,accepted
2022,164221,14,2017,accepted
2023,164222,14,2017,accepted
2024,164224,14,2017,accepted
2025,164225,14,2017,accepted
2026,164230,14,2017,rejected
2027,164234,14,2017,accepted
2028,164238,14,2017,accepted
2029,164240,14,2017,accepted
2030,164241,14,2017,accepted
2031,164242,14,2017,accepted
2032,164258,14,2017,accepted
2033,164306,14,2017,rejected
2034,164310,14,2017,accepted
2035,164312,14,2017,accepted
2036,164318,14,2017,accepted
2037,164323,14,2017,accepted
2038,164328,14,2017,accepted
2039,164336,14,2017,rejected
2040,1570165185,10,2015,accepted
2041,78213,3,2011,accepted
2042,62547,1,2010,rejected
2043,1570172747,10,2015,rejected
2044,1570287741,13,2016,rejected
2045,150478,12,2016,accepted
2046,137494,9,2015,accepted
2047,73454,2,2010,accepted
2048,137290,9,2015,accepted
2049,62179,1,2010,accepted
2050,108813,7,2013,accepted
2051,137473,9,2015,accepted
2052,150427,12,2016,accepted
2053,73993,2,2010,rejected
2054,106992,7,2013,accepted
2055,93994,5,2012,accepted
2056,1570164757,10,2015,accepted
2057,137405,9,2015,accepted
2058,134644,9,2015,accepted
2059,137275,9,2015,accepted
2060,121626,8,2014,accepted
2061,121059,8,2014,rejected
2062,133304,9,2015,rejected
2063,101087,6,2012,accepted
2064,99335,6,2012,accepted
2065,62458,1,2010,rejected
2066,94009,5,2012,rejected
2067,108730,7,2013,rejected
2068,137484,9,2015,accepted
2069,121834,8,2014,accepted
2070,2,1,4,aceito
2071,134537,9,2015,accepted
2072,163918,14,2017,accepted
2073,108688,7,2013,accepted
2074,108132,6,2012,accepted
2075,108131,6,2012,accepted
2076,107307,7,2013,accepted
2077,93955,5,2012,accepted
2078,121652,8,2014,accepted
2079,74073,2,2010,accepted
2080,1570290687,13,2016,accepted
2081,121645,8,2014,accepted
2082,121693,8,2014,accepted
2083,150110,12,2016,rejected
2084,148735,12,2016,accepted
2085,1570159731,10,2015,rejected
2086,74028,2,2010,rejected
2087,78062,3,2011,rejected
2088,80879,3,2011,accepted
2089,62512,1,2010,accepted
2090,149696,12,2016,rejected
2091,1570164061,10,2015,accepted
2092,108704,7,2013,accepted
2093,149122,12,2016,accepted
2094,73452,2,2010,rejected
2095,108770,7,2013,accepted
2096,108789,7,2013,accepted
2097,93949,5,2012,rejected
2098,84239,4,2011,rejected
2099,93378,5,2012,accepted
2100,121697,8,2014,rejected
2101,99083,6,2012,accepted
2102,108803,7,2013,accepted
2103,1,4,3,accepted
2104,163913,14,2017,accepted
2105,78490,3,2011,accepted
2106,94081,5,2012,rejected
2107,80681,3,2011,accepted
2108,62421,1,2010,rejected
2109,1570285687,13,2016,accepted
2110,163319,14,2017,rejected
2111,1570149801,10,2015,rejected
2112,121617,8,2014,rejected
2113,107178,7,2013,accepted
2114,94101,5,2012,rejected
2115,1570161239,10,2015,rejected
2116,150175,12,2016,accepted
2117,163528,14,2017,accepted
2118,94055,5,2012,rejected
2119,163461,14,2017,accepted
2120,84318,4,2011,rejected
2121,163769,14,2017,rejected
2122,150484,12,2016,accepted
2123,108804,7,2013,accepted
2124,121054,8,2014,accepted
2125,150472,12,2016,accepted
2126,98344,6,2012,accepted
2127,150143,12,2016,accepted
2128,134694,9,2015,accepted
2129,61860,1,2010,rejected
2130,163833,14,2017,rejected
