paper,subtopics
163850,2
163850,31
163850,47
163852,22
163852,8
163852,68
163854,36
163854,3
163854,55
163856,53
163856,28
163856,56
163857,19
163857,17
163857,27
163857,8
163861,22
163861,8
163861,68
163862,68
163862,67
163862,9
163862,8
163862,2
163863,25
163863,55
163864,12
163864,9
163864,67
163866,42
163866,16
163866,8
163866,2
163866,68
163871,67
163871,9
163871,55
163872,42
163872,27
163872,16
163872,52
163873,55
163878,2
163878,22
163878,49
163880,53
163880,67
163880,31
163880,27
163880,9
163894,26
163894,43
163895,67
163895,35
163895,9
163895,53
163898,22
163898,9
163898,8
163898,68
163901,8
163901,2
163901,68
163904,22
163906,27
163906,9
163906,67
163907,9
163907,26
163907,53
163910,67
163910,25
163910,9
163910,53
163912,21
163915,12
163915,18
163916,33
163916,26
163916,52
163917,63
163917,31
163922,2
163922,43
163925,54
163925,3
163926,47
163927,11
163927,22
163928,9
163928,2
163928,67
163929,35
163931,36
163931,66
163931,7
163931,52
163932,25
163933,68
163933,31
163933,8
163933,52
163934,67
163934,9
163934,52
163937,25
163937,8
163937,68
163940,19
163940,31
163940,26
163940,64
163940,9
163940,8
163940,67
163940,68
163943,9
163943,67
163944,66
163946,27
163946,22
163946,9
163946,67
163948,52
163948,26
163948,64
163948,53
163950,67
163950,22
163950,9
163950,52
163951,2
163951,55
163952,39
163953,25
163953,33
163953,53
163955,32
163955,26
163955,9
163955,8
163955,67
163956,36
163956,9
163956,8
163956,67
163956,68
163961,2
163965,8
163965,2
163965,68
163966,32
163966,8
163966,68
163968,55
163968,42
163968,25
163969,67
163969,9
163969,47
163971,3
163971,8
163971,10
163972,36
163973,26
163973,9
163973,67
163975,42
163975,33
163975,17
163975,16
163975,53
163981,55
163982,64
163982,26
163985,7
163985,16
163985,27
163985,42
163996,25
163996,49
163998,33
163998,55
164005,26
164005,9
164005,67
164127,26
164127,56
164140,21
164140,48
164154,2
164154,22
164154,31
164154,52
164170,63
164170,8
164170,29
164195,19
164195,17
164195,8
164195,68
164196,16
164196,42
164198,1
164198,51
164207,68
164207,17
164207,66
164207,8
164207,47
164207,52
164209,47
164209,27
164209,14
164209,10
164210,9
164210,67
164211,7
164211,12
164212,36
164212,52
164213,10
164213,9
164213,67
164214,30
164214,52
164214,53
164216,64
164216,6
164216,35
164217,33
164217,31
164217,26
164217,64
164217,9
164217,67
164218,26
164218,64
164218,53
164220,25
164220,49
164221,2
164221,25
164222,26
164224,26
164224,66
164224,64
164224,42
164225,67
164225,27
164225,9
164230,35
164230,9
164230,67
164234,53
164234,67
164234,30
164234,9
164234,55
164238,9
164238,2
164238,67
164240,67
164240,31
164240,22
164240,11
164240,9
164241,10
164241,47
164241,52
164242,20
164242,42
164258,30
164258,41
164306,67
164306,9
164306,56
164310,14
164310,16
164310,27
164310,42
164310,49
164310,52
164312,67
164312,33
164312,9
164312,52
164318,9
164318,2
164318,53
164323,40
164323,52
164328,63
164328,6
164328,52
164336,47
164336,49
1570165185,7
1570165185,32
1570165185,52
78213,3
78213,29
78213,41
62547,20
62547,21
62547,23
1570172747,41
1570172747,17
1570172747,16
1570172747,47
1570287741,26
1570287741,32
150478,25
150478,39
137494,14
137494,16
137494,25
137494,53
137494,55
73454,4
137290,23
137290,53
137290,54
62179,2
62179,25
62179,31
108813,25
108813,2
108813,1
108813,30
137473,4
137473,16
137473,42
150427,8
150427,9
73993,3
73993,31
73993,32
106992,16
106992,42
93994,41
93994,54
1570164757,31
1570164757,17
1570164757,47
137405,41
137405,56
134644,9
134644,25
134644,53
134644,54
137275,49
137275,53
121626,14
121626,25
121626,27
121626,31
121626,46
121626,47
121059,6
121059,10
133304,3
133304,22
133304,26
133304,31
101087,9
101087,10
99335,31
99335,37
99335,55
62458,22
62458,25
62458,30
94009,6
108730,12
108730,16
108730,17
108730,42
137484,9
137484,26
137484,53
121834,6
121834,32
121834,52
134537,53
134537,36
134537,9
163918,63
163918,12
163918,27
108688,30
108688,49
108132,9
108132,10
108132,31
108131,2
108131,23
108131,25
107307,22
107307,36
93955,10
93955,25
93955,55
121652,12
121652,25
121652,36
121652,38
121652,49
74073,3
74073,49
1570290687,9
121645,48
121645,52
121645,54
121693,9
121693,37
121693,55
150110,22
150110,9
150110,52
148735,52
148735,27
148735,25
148735,55
1570159731,26
1570159731,32
1570159731,53
74028,31
78062,2
78062,5
78062,30
80879,16
62512,3
62512,12
62512,30
62512,36
149696,2
149696,35
149696,53
1570164061,12
1570164061,18
1570164061,53
108704,24
108704,26
108704,42
108704,53
149122,39
149122,27
149122,12
149122,52
73452,27
73452,42
108770,4
108770,29
108770,31
108789,16
108789,21
108789,42
93949,12
84239,15
84239,22
84239,30
93378,8
93378,16
121697,3
121697,23
121697,36
99083,2
99083,35
99083,36
99083,47
108803,7
108803,17
108803,37
163913,9
163913,2
163913,67
78490,21
78490,26
94081,4
94081,26
80681,21
80681,25
80681,31
62421,13
62421,41
1570285687,31
163319,36
163319,52
1570149801,12
1570149801,18
1570149801,25
1570149801,53
121617,47
121617,42
121617,16
121617,14
121617,52
107178,2
107178,31
107178,35
94101,21
94101,25
94101,27
94101,45
1570161239,26
1570161239,2
1570161239,36
150175,5
150175,17
150175,31
150175,42
163528,42
163528,47
94055,30
94055,29
163461,1
163461,36
84318,23
84318,32
163769,18
163769,9
163769,67
163769,47
150484,9
150484,10
150484,21
150484,25
150484,41
150484,46
108804,10
108804,14
108804,16
108804,23
108804,36
108804,37
121054,24
150472,30
150472,8
150472,32
98344,5
98344,47
150143,9
150143,27
134694,2
134694,23
134694,31
134694,49
61860,25
61860,31
61860,41
163833,31
163833,26
163833,64
163833,16
163833,42
